,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other
716,0.1593,0.0014,0.0105,0.054000000000000006,0.0005,0.7478,0.6003000000000001
717,0.0125,0.0025,0.0003,0.0237,0.0,0.9551,0.741
718,0.0328,0.004,0.0107,0.0509,0.0,0.8782,0.6315999999999999
719,0.0252,0.0007,0.0044,0.0023,0.0,0.9531,0.7654000000000001
720,0.008,0.0,0.009000000000000001,0.0014,0.0,0.9683,0.8466
721,0.052000000000000005,0.0031,0.0042,0.0093,0.0005,0.9176,0.7519
722,0.0162,0.0005,0.0042,0.0219,0.0,0.9357,0.7332000000000001
723,0.0428,0.0016,0.0098,0.0697,0.0,0.8492,0.6781
724,0.0146,0.0003,0.002,0.0035,0.0005,0.9662,0.7951
725,0.04,0.0019,0.0593,0.0389,0.0002,0.8367,0.5957
726,0.0236,0.0,0.008,0.0237,0.0,0.9238,0.6817
727,0.0193,0.0013,0.0043,0.006,0.0,0.9537,0.7390999999999999
728,0.039,0.0015,0.028999999999999998,0.0671,0.0001,0.8425,0.5983
729,0.0182,0.0021,0.004,0.025,0.0004,0.9349,0.7303
730,0.0336,0.0045,0.0125,0.0749,0.0002,0.8508,0.6853
731,0.0246,0.0043,0.0072,0.009000000000000001,0.0008,0.9477,0.7141
732,0.0701,0.0014,0.0223,0.0107,0.0003,0.8814,0.6861999999999999
733,0.0602,0.0,0.0033,0.0059,0.0,0.9157,0.7425999999999999
734,0.031,0.0,0.0075,0.0036,0.0,0.9488,0.7629
735,0.027999999999999997,0.0019,0.0089,0.0207,0.0,0.9259,0.7024999999999999
736,0.0246,0.0047,0.0023,0.0143,0.0,0.9503,0.7810999999999999
737,0.0358,0.0012,0.0338,0.0238,0.0002,0.89,0.6872
738,0.0203,0.0013,0.0091,0.0276,0.0007,0.927,0.642
739,0.0796,0.0023,0.0126,0.0075,0.0003,0.8784,0.7377
740,0.0405,0.0006,0.0005,0.0019,0.0001,0.9412,0.8234
741,0.1898,0.0019,0.0139,0.2338,0.0002,0.5412,0.37539999999999996
742,0.066,0.0029,0.0057,0.1092,0.0,0.7927,0.6062
743,0.0167,0.005,0.0049,0.004,0.0006,0.9568,0.7558
744,0.0409,0.0016,0.0051,0.0775,0.0001,0.8485,0.6588
745,0.1039,0.002,0.0327,0.2764,0.0002,0.5525,0.39880000000000004
746,0.1009,0.0002,0.0047,0.0057,0.0,0.8726,0.7005000000000001
747,0.0115,0.0032,0.0018,0.0075,0.0,0.9704,0.756
748,0.0321,0.0083,0.0058,0.0538,0.0002,0.8872,0.7288
749,0.0341,0.0018,0.0667,0.0303,0.0002,0.8351,0.6989000000000001
750,0.048,0.0017,0.0082,0.0072,0.0003,0.9188,0.7505999999999999
751,0.0158,0.0004,0.008,0.0041,0.0,0.96,0.7716999999999999
752,0.0642,0.0014,0.0,0.0024,0.0,0.9295,0.8029999999999999
753,0.1029,0.0013,0.0065,0.0048,0.0002,0.8706,0.7073
754,0.0126,0.001,0.0044,0.0039,0.0,0.9641,0.6611
755,0.0064,0.0009,0.0049,0.0256,0.0,0.9509,0.6841999999999999
756,0.0126,0.0038,0.0049,0.0023,0.0,0.9615,0.8194
757,0.0162,0.0074,0.0,0.0058,0.0,0.9449,0.7966
758,0.0139,0.0021,0.0051,0.0289,0.0,0.9411,0.714
759,0.0093,0.0,0.009000000000000001,0.0088,0.0,0.9632,0.6799000000000001
760,0.0997,0.0016,0.0138,0.0346,0.0008,0.8320000000000001,0.6315
761,0.0119,0.0007,0.003,0.0146,0.0,0.9594,0.7208
762,0.0301,0.0016,0.0064,0.0019,0.0015,0.9412,0.7315
763,0.0193,0.0015,0.0248,0.0254,0.0002,0.9176,0.7758
764,0.0346,0.001,0.0011,0.0059,0.0,0.9277,0.7214
765,0.0183,0.0024,0.0097,0.0039,0.0,0.9554,0.7417
766,0.0165,0.0,0.0011,0.0163,0.0,0.9569,0.7001
767,0.087,0.0028,0.0239,0.1267,0.0008,0.7256,0.5248
768,0.0228,0.0034,0.0049,0.002,0.0,0.9537,0.7739
769,0.0421,0.0005,0.0056,0.0117,0.0,0.9228,0.7181
770,0.028999999999999998,0.0015,0.0034,0.006999999999999999,0.0,0.9486,0.7481
771,0.0379,0.0,0.0026,0.0086,0.0,0.9423,0.7959
772,0.0354,0.0009,0.0044,0.0033,0.0005,0.938,0.6884999999999999
773,0.0174,0.0007,0.0051,0.0388,0.0,0.9192,0.738
774,0.0197,0.0,0.0038,0.0095,0.0,0.9538,0.832
775,0.0833,0.0025,0.081,0.0519,0.0003,0.7583,0.625
776,0.027999999999999997,0.0,0.0025,0.0011,0.0,0.9489,0.7834
777,0.0177,0.0,0.0204,0.0006,0.0,0.9542,0.7253000000000001
778,0.0266,0.0011,0.0123,0.095,0.0017,0.8361,0.5683
779,0.0088,0.0028,0.0023,0.0115,0.0004,0.9643,0.7692
780,0.0269,0.0017,0.0185,0.0667,0.0007,0.8549,0.6525000000000001
781,0.0261,0.0077,0.0039,0.0105,0.0003,0.9434,0.7264999999999999
782,0.0181,0.0,0.0028,0.0057,0.0,0.9592,0.7724
783,0.0187,0.0018,0.0267,0.0165,0.0,0.9239,0.6223
784,0.0134,0.0038,0.0034,0.0009,0.0,0.9676,0.7895000000000001
785,0.03,0.0015,0.0111,0.0477,0.0,0.8813,0.6466999999999999
786,0.0307,0.0022,0.0041,0.008,0.0,0.9435,0.746
787,0.0837,0.0033,0.0023,0.0047,0.0,0.8933,0.659
788,0.0206,0.0035,0.0037,0.0041,0.0,0.9543,0.7481
789,0.0206,0.0,0.0055,0.0055,0.0,0.9599,0.7634
790,0.0134,0.0011,0.0025,0.0005,0.0,0.9804,0.7044999999999999
791,0.0662,0.0026,0.0056,0.0127,0.0,0.9047,0.6589
792,0.0201,0.0019,0.0047,0.0071,0.0,0.9517,0.7662
793,0.0057,0.0004,0.0027,0.0004,0.0,0.9657,0.6918
794,0.0151,0.0016,0.0033,0.0052,0.0,0.9603,0.7228
795,0.044000000000000004,0.0031,0.0237,0.094,0.0024,0.8109,0.5838000000000001
796,0.0264,0.0005,0.0031,0.0064,0.0042,0.9434,0.7054
797,0.0158,0.0021,0.0115,0.0088,0.0005,0.9505,0.6973
798,0.0158,0.0036,0.0026,0.0017,0.0,0.961,0.7323000000000001
799,0.2549,0.0001,0.0991,0.0252,0.0149,0.5957,0.27079999999999993
800,0.0138,0.0017,0.0021,0.0103,0.001,0.9655,0.6821000000000002
801,0.0195,0.0031,0.0036,0.0154,0.0,0.9424,0.6664
802,0.0249,0.0001,0.002,0.0009,0.0,0.9694,0.6551
803,0.027000000000000003,0.0024,0.0028,0.002,0.0014,0.9529,0.7193999999999999
804,0.0204,0.0021,0.0036,0.0141,0.0,0.9555,0.6848000000000001
805,0.0487,0.003,0.0115,0.0173,0.0012,0.9059,0.6263000000000001
806,0.016,0.0034,0.0079,0.0201,0.0,0.9339,0.6676
807,0.0253,0.0017,0.0012,0.0099,0.0004,0.9576,0.7185
808,0.1428,0.0033,0.0074,0.0006,0.0,0.8265,0.6038999999999999
809,0.0369,0.0004,0.0065,0.0029,0.0001,0.9323,0.7222
810,0.0192,0.0019,0.0045,0.0096,0.0,0.9593,0.7148
811,0.0314,0.003,0.0069,0.0275,0.0,0.9114,0.7232000000000001
812,0.2807,0.0028,0.0207,0.0272,0.0016,0.6582,0.3809999999999999
813,0.0612,0.0011,0.0451,0.019,0.0,0.8542,0.6526
814,0.0147,0.0,0.0064,0.0004,0.0,0.9682,0.7765
815,0.03,0.003,0.0069,0.0177,0.0,0.9268,0.7654000000000001
816,0.0155,0.0032,0.003,0.0021,0.0,0.9657,0.7492
817,0.0321,0.0019,0.0077,0.0567,0.0,0.8733,0.6426
818,0.0201,0.0028,0.0089,0.0045,0.0,0.9570000000000001,0.6906999999999999
819,0.0247,0.0016,0.0107,0.0351,0.0051,0.9075,0.6278
820,0.0975,0.0017,0.0025,0.0198,0.0,0.8707,0.6615
821,0.0244,0.0008,0.0025,0.0216,0.0,0.9365,0.7067
822,0.0324,0.0061,0.015,0.0172,0.0015,0.9153,0.6798
823,0.1275,0.0,0.0,0.0025,0.0,0.8676,0.626
824,0.0278,0.006,0.0,0.0076,0.0,0.9470000000000001,0.7056
825,0.0291,0.0015,0.0074,0.0042,0.0,0.946,0.6998
826,0.0128,0.0011,0.0028,0.006,0.0,0.9693,0.7122999999999999
827,0.0272,0.0014,0.0024,0.0032,0.0,0.9503,0.7168
828,0.0603,0.0005,0.0303,0.0135,0.0021,0.8918,0.6273
829,0.0441,0.0018,0.0031,0.0159,0.0,0.9317,0.6960999999999999
830,0.0435,0.0141,0.0008,0.0123,0.0003,0.9185,0.69
831,0.0174,0.0004,0.0049,0.0019,0.0004,0.9620000000000001,0.755
832,0.0488,0.0018,0.0259,0.0223,0.0005,0.8804,0.7177
833,0.016,0.0,0.0043,0.0031,0.0001,0.9651,0.7605
834,0.044000000000000004,0.0029,0.0031,0.004,0.0,0.9343,0.732
835,0.0245,0.0061,0.0023,0.0061,0.0,0.9535,0.713
836,0.0287,0.0005,0.0049,0.0075,0.0,0.9498,0.6584
837,0.0147,0.0001,0.0041,0.0047,0.0092,0.9547,0.6932
838,0.0235,0.0021,0.0047,0.0199,0.0,0.9346,0.7208
839,0.0304,0.0002,0.0435,0.0712,0.0,0.8053,0.7007
840,0.0562,0.0019,0.0622,0.07200000000000001,0.0007,0.7837,0.5050000000000001
841,0.0203,0.0009,0.0095,0.0212,0.0,0.9387,0.7141
842,0.0175,0.0022,0.0028,0.0045,0.0002,0.9637,0.7538
843,0.0268,0.0035,0.0056,0.0071,0.0,0.9477,0.712
844,0.0361,0.0022,0.0062,0.0276,0.0,0.9081,0.7269
845,0.0325,0.002,0.0227,0.0539,0.0013,0.8581,0.6306
846,0.1578,0.0084,0.0337,0.0107,0.0,0.7814,0.5234
847,0.02,0.0002,0.0,0.0008,0.0,0.975,0.776
848,0.0265,0.0017,0.0025,0.0008,0.0029,0.9544,0.7425999999999999
849,0.0204,0.0007,0.0126,0.0024,0.0,0.9532,0.7388999999999999
850,0.0224,0.0026,0.0154,0.0133,0.0023,0.9319,0.756
851,0.0193,0.002,0.0112,0.0105,0.0002,0.946,0.7038
852,0.2195,0.0011,0.0367,0.0119,0.0004,0.7090000000000001,0.48940000000000006
853,0.0319,0.0076,0.0047,0.0069,0.0,0.9407,0.7019
854,0.0148,0.0044,0.0046,0.003,0.0,0.9644,0.7532
855,0.02,0.0173,0.0,0.0031,0.0041,0.9463,0.7335
856,0.0099,0.0,0.001,0.0003,0.0,0.9626,0.7378
857,0.0381,0.0051,0.0017,0.0011,0.0,0.9373,0.7110000000000001
858,0.179,0.002,0.0087,0.0247,0.0003,0.7673,0.5533
859,0.0492,0.0014,0.0095,0.0113,0.0003,0.9245,0.6522999999999999
860,0.081,0.0025,0.0013,0.0126,0.0005,0.8909,0.6751
861,0.0348,0.0038,0.01,0.0196,0.0,0.9104,0.6688
862,0.0281,0.0022,0.0033,0.0231,0.0,0.9335,0.7053
863,0.0523,0.0045,0.0065,0.0093,0.0,0.9171,0.5934
864,0.0383,0.0031,0.0134,0.0059,0.0066,0.9286,0.6737
865,0.0837,0.0018,0.0454,0.0655,0.0008,0.7771,0.5848
866,0.0771,0.0033,0.0077,0.0169,0.0001,0.8776,0.6599
867,0.032,0.0001,0.0213,0.0193,0.0,0.9165,0.6983
868,0.0252,0.0036,0.0099,0.0008,0.0,0.9539,0.6675
869,0.0314,0.0,0.0044,0.0072,0.0,0.9488,0.667
870,0.0672,0.0023,0.0271,0.0745,0.0002,0.7997,0.5937
871,0.0297,0.0026,0.0019,0.0076,0.0,0.9455,0.6762
872,0.1075,0.0007,0.0074,0.0035,0.0005,0.8690000000000001,0.6534
873,0.0345,0.0021,0.0801,0.0222,0.0,0.8384,0.6791
874,0.0978,0.0723,0.0046,0.0092,0.0,0.8075,0.5051000000000001
875,0.077,0.0005,0.0102,0.0002,0.0,0.9038,0.6301000000000001
876,0.0299,0.0,0.0146,0.005,0.0006,0.94,0.7419
877,0.0158,0.0,0.0052,0.0043,0.0,0.9634,0.8057
878,0.1078,0.0008,0.0123,0.0332,0.0067,0.8221,0.6272
879,0.0284,0.0008,0.0066,0.0047,0.0035,0.9420000000000001,0.728
880,0.0617,0.0024,0.006,0.0078,0.0002,0.9102,0.6739
881,0.0159,0.0037,0.0009,0.003,0.0,0.9608,0.7655
882,0.0503,0.0031,0.0137,0.0467,0.0001,0.8715,0.6381
883,0.0464,0.0031,0.0127,0.016,0.0,0.9147,0.7128000000000001
884,0.0225,0.0006,0.0065,0.0152,0.0,0.9501,0.7642
885,0.1662,0.0158,0.0281,0.0323,0.0027,0.7296,0.5199
886,0.0298,0.0,0.0034,0.0154,0.0001,0.9426,0.7403
887,0.121,0.0002,0.0053,0.0038,0.0,0.8541,0.5857
888,0.0355,0.0029,0.0075,0.01,0.0022,0.9008,0.7569
889,0.0189,0.0209,0.0001,0.005,0.0,0.9484,0.7521
890,0.0304,0.0028,0.0048,0.028999999999999998,0.0,0.8812,0.775
891,0.0549,0.0078,0.0162,0.008,0.0,0.8947,0.5691
892,0.1481,0.0071,0.0025,0.0105,0.0023,0.8155,0.6194999999999999
893,0.0267,0.0026,0.0076,0.0282,0.0,0.9008,0.7739
894,0.0463,0.0746,0.0062,0.0066,0.0003,0.8301,0.556
895,0.0488,0.0072,0.0122,0.0235,0.0005,0.8882,0.7548
896,0.0474,0.0061,0.0,0.0167,0.0,0.912,0.6858
897,0.0385,0.0394,0.003,0.0054,0.0,0.8601,0.6287
898,0.0256,0.0175,0.0045,0.0059,0.0037,0.8801,0.7567999999999999
899,0.0679,0.0,0.0,0.0,0.0,0.9309999999999999,0.6281
900,0.0553,0.0104,0.0114,0.0035,0.0,0.8973,0.5953999999999999
901,0.0254,0.0066,0.0059,0.0089,0.0,0.9397,0.7152
902,0.0317,0.0021,0.0009,0.0188,0.0,0.9302,0.7404999999999999
903,0.0269,0.0023,0.001,0.008,0.0,0.9329,0.7638
904,0.0379,0.0,0.0,0.0,0.0,0.9603,0.6061
905,0.1086,0.0134,0.0161,0.0288,0.0001,0.7964,0.635
906,0.0571,0.0036,0.0186,0.0213,0.0,0.8658,0.7224
907,0.0297,0.0045,0.0038,0.0052,0.0,0.9528,0.7098
908,0.0468,0.0088,0.0053,0.0136,0.0,0.9083,0.7005
909,0.0279,0.0016,0.0007,0.0588,0.0,0.9029,0.7170000000000001
910,0.0628,0.0219,0.0522,0.0412,0.0001,0.784,0.5938
911,0.207,0.0,0.0077,0.0035,0.0,0.7616,0.5138
912,0.0456,0.017,0.0048,0.004,0.0,0.9005,0.7396
913,0.0573,0.0024,0.0113,0.0108,0.0033,0.8941,0.6999
914,0.0616,0.0077,0.0128,0.0319,0.0,0.8572,0.684
915,0.499,0.0034,0.0393,0.0274,0.0,0.4133,0.29290000000000005
916,0.5505,0.0046,0.0137,0.0191,0.0004,0.3972,0.22970000000000002
917,0.0417,0.004,0.0038,0.008,0.0,0.9099,0.7575
918,0.1618,0.0099,0.0296,0.1768,0.0103,0.5660000000000001,0.4286
919,0.034,0.0034,0.0053,0.0011,0.0,0.9293,0.5611999999999999
920,0.0198,0.0,0.0175,0.0417,0.0,0.8853,0.55
921,0.47600000000000003,0.0,0.0043,0.0004,0.0,0.5165,0.2783
922,0.1596,0.0018,0.0012,0.0,0.0036,0.8182,0.5918000000000001
923,0.2473,0.0059,0.0,0.0,0.0,0.7451,0.3388
924,0.0388,0.001,0.0018,0.0021,0.0,0.9189,0.7142999999999999
925,0.3296,0.0,0.0,0.0185,0.0,0.6449,0.41890000000000005
926,0.0613,0.0132,0.0039,0.0013,0.002,0.9015,0.6862999999999999
927,0.1189,0.0019,0.0063,0.0151,0.0018,0.8277,0.652
928,0.3061,0.0139,0.0012,0.0002,0.0,0.6679999999999999,0.40059999999999996
929,0.0794,0.0011,0.0192,0.0005,0.0,0.8811,0.5808
930,0.0462,0.0753,0.0054,0.0021,0.0014,0.8388,0.5666
931,0.0274,0.0076,0.0002,0.0073,0.0,0.9358,0.7305000000000001
932,0.0239,0.0062,0.0017,0.0035,0.0014,0.9515,0.6933
933,0.0766,0.002,0.0505,0.0458,0.0003,0.7992,0.5698
934,0.3171,0.0,0.0038,0.0038,0.0,0.6685,0.3853
935,0.0358,0.0035,0.0003,0.0046,0.0,0.9313,0.6968
936,0.0639,0.0068,0.0076,0.0064,0.0,0.8866,0.5983
937,0.0453,0.0075,0.0015,0.0472,0.0,0.8542,0.6675
938,0.0671,0.0077,0.0121,0.0,0.0026,0.9105,0.6035
939,0.0701,0.0057,0.0145,0.0819,0.001,0.789,0.5948
940,0.0335,0.0,0.0,0.0016,0.0,0.9474,0.6979
941,0.027000000000000003,0.0066,0.0052,0.0055,0.0,0.9355,0.8007
942,0.0613,0.0082,0.0,0.0007,0.0,0.9005,0.6058
943,0.2123,0.0052,0.0207,0.0223,0.0,0.711,0.4534999999999999
944,0.0422,0.005,0.0068,0.0108,0.0,0.9158,0.6932
945,0.0374,0.0015,0.0028,0.0072,0.0,0.9255,0.7231
946,0.0252,0.0005,0.0039,0.0031,0.0026,0.9461,0.7387
947,0.2048,0.0022,0.0072,0.0062,0.0,0.7545,0.5496000000000001
948,0.0323,0.0081,0.0057,0.0149,0.0,0.927,0.723
949,0.0244,0.0072,0.0028,0.0072,0.0,0.9492,0.7094
950,0.0676,0.0324,0.0097,0.0494,0.0018,0.7943,0.6631
951,0.0501,0.0011,0.0043,0.002,0.0,0.9157,0.6795
952,0.2338,0.0,0.0062,0.008,0.0,0.7121,0.5680000000000001
953,0.021,0.006,0.0012,0.0072,0.0,0.9514,0.6906000000000001
954,0.0557,0.0039,0.0007,0.0121,0.0,0.8978,0.7906
955,0.1022,0.0031,0.0035,0.0052,0.0,0.8734,0.581
956,0.052000000000000005,0.0057,0.005,0.0277,0.0,0.89,0.6696
957,0.0325,0.0015,0.0019,0.0059,0.0001,0.9324,0.7381
958,0.0215,0.004,0.0008,0.0048,0.0,0.9445,0.6939
959,0.0271,0.0057,0.0062,0.0098,0.0,0.9409,0.7402
960,0.0771,0.0086,0.0006,0.044000000000000004,0.0,0.8413,0.6347
961,0.0337,0.0037,0.0054,0.0062,0.0009,0.9365,0.7301
962,0.0518,0.0085,0.0078,0.013000000000000001,0.0,0.8988,0.7509
963,0.0715,0.003,0.0011,0.0253,0.0,0.8834,0.6451
964,0.0719,0.0072,0.0012,0.0064,0.0,0.8981,0.6443000000000001
965,0.0948,0.0076,0.0056,0.0271,0.0001,0.8405,0.6588
966,0.0204,0.0024,0.0024,0.0114,0.0,0.9541,0.6734
967,0.1139,0.0069,0.0077,0.0169,0.0014,0.8313,0.7101999999999999
968,0.0833,0.0034,0.0491,0.0609,0.0019,0.7652,0.6474
969,0.0251,0.0016,0.0008,0.0174,0.0022,0.9412,0.6829
970,0.0324,0.0,0.0056,0.002,0.0,0.9242,0.686
971,0.0341,0.0089,0.0,0.023,0.0033,0.9231,0.7186999999999999
972,0.1128,0.0046,0.0225,0.0278,0.0003,0.8017,0.657
973,0.1558,0.0008,0.0124,0.0,0.0006,0.8143,0.5684
974,0.1457,0.0062,0.0428,0.0858,0.0004,0.6807,0.5911
975,0.6123,0.0055,0.0265,0.0451,0.0,0.3009,0.11860000000000004
976,0.1235,0.008,0.0148,0.0831,0.0002,0.7394,0.5194000000000001
977,0.0511,0.0032,0.0,0.01,0.0,0.9298,0.6387
978,0.1216,0.0083,0.0093,0.0071,0.0,0.8361,0.6237
979,0.0223,0.0052,0.0074,0.0033,0.0,0.9468,0.6998
980,0.1335,0.0112,0.001,0.0029,0.0,0.8338,0.5653999999999999
981,0.4059,0.0015,0.0,0.0,0.0,0.5765,0.27260000000000006
982,0.3641,0.0039,0.0032,0.0077,0.0,0.6056,0.45909999999999995
983,0.0542,0.0129,0.0063,0.0096,0.0,0.8957,0.741
984,0.0653,0.0,0.0092,0.0214,0.0,0.9004,0.6681
985,0.0215,0.0007,0.0169,0.0011,0.0,0.9507,0.6888
986,0.0385,0.0032,0.0128,0.0054,0.0004,0.9216,0.7326999999999999
987,0.047,0.0,0.0038,0.0019,0.0,0.9155,0.6962999999999999
988,0.0359,0.0005,0.0015,0.0011,0.0,0.9574,0.716
989,0.3521,0.0009,0.0066,0.0094,0.0,0.6174,0.251
990,0.0321,0.0049,0.0001,0.0046,0.0003,0.9202,0.772
991,0.0038,0.0108,0.0,0.0044,0.0,0.9268,0.799
992,0.2889,0.0031,0.0455,0.2171,0.0021,0.4088,0.2973000000000001
993,0.0196,0.0023,0.0051,0.031,0.0,0.9328,0.8160000000000001
994,0.0216,0.0,0.0062,0.0099,0.0,0.9502,0.7743
995,0.018000000000000002,0.0,0.0027,0.027999999999999997,0.0004,0.9379,0.7519
996,0.0136,0.0024,0.0022,0.0408,0.0,0.9248,0.813
997,0.0322,0.0012,0.0034,0.0347,0.0,0.9039,0.7364999999999999
998,0.0167,0.0011,0.0047,0.0152,0.0,0.9506,0.7553000000000001
999,0.0106,0.0022,0.0017,0.0276,0.0,0.9424,0.7689
1000,0.0424,0.001,0.024,0.0289,0.0,0.8774,0.7127
1001,0.068,0.0,0.0081,0.0692,0.0,0.8512,0.6357
1002,0.0182,0.0006,0.003,0.0229,0.0003,0.9309999999999999,0.762
1003,0.0332,0.003,0.0084,0.0792,0.0,0.8540000000000001,0.6742
1004,0.0082,0.0029,0.011000000000000001,0.0036,0.0,0.9607,0.7413
1005,0.0095,0.0023,0.0033,0.0132,0.0,0.9656,0.7827000000000001
1006,0.0156,0.0026,0.0035,0.0177,0.0,0.9431,0.8096
1007,0.0201,0.0025,0.0069,0.01,0.0002,0.9441,0.8113
1008,0.0328,0.0016,0.0031,0.0055,0.0004,0.9471,0.7485999999999999
1009,0.025,0.0,0.0,0.0627,0.0,0.9088,0.7122999999999999
1010,0.0272,0.0031,0.011000000000000001,0.0349,0.0023,0.8965,0.7945
1011,0.0205,0.0008,0.0097,0.032,0.0001,0.9229999999999999,0.7159
1012,0.0234,0.0065,0.0079,0.0079,0.0,0.9369,0.7993
1013,0.0678,0.0032,0.0033,0.027999999999999997,0.0,0.8865,0.6647
1014,0.0136,0.0046,0.0011,0.0054,0.0001,0.9665,0.7812000000000001
1015,0.0293,0.0032,0.0015,0.0079,0.0,0.9464,0.8631
1016,0.0787,0.0054,0.0159,0.2155,0.0036,0.6555,0.5649
1017,0.0291,0.0015,0.0061,0.0458,0.0,0.9015,0.7195
1018,0.0256,0.0012,0.0,0.0358,0.0004,0.9258,0.7909999999999999
1019,0.0284,0.0,0.0029,0.0036,0.0,0.9503,0.8241
1020,0.0123,0.0022,0.0,0.0079,0.0,0.9606,0.8086
1021,0.0136,0.0,0.0076,0.0209,0.0,0.9241,0.7829
1022,0.0313,0.0017,0.0173,0.043,0.0001,0.8802,0.6626000000000001
1023,0.0075,0.004,0.0008,0.0149,0.0,0.9509,0.7958000000000001
1024,0.0048,0.0008,0.0,0.0357,0.0,0.9563,0.8437
1025,0.0011,0.0015,0.0001,0.0011,0.0002,0.9902,0.81
1026,0.0719,0.001,0.0374,0.1445,0.0002,0.71,0.44500000000000006
1027,0.0108,0.0006,0.0009,0.0219,0.0,0.9579,0.7568
1028,0.0084,0.0001,0.0033,0.0086,0.0,0.9703,0.6985999999999999
1029,0.0337,0.0008,0.018000000000000002,0.0931,0.0007,0.8157,0.6127
1030,0.0196,0.0069,0.0015,0.2401,0.0,0.7082,0.5629
1031,0.0526,0.0,0.0007,0.0201,0.0,0.9105,0.7496
1032,0.0222,0.0015,0.0026,0.0194,0.0,0.9419,0.7803
1033,0.0278,0.0013,0.0012,0.008,0.0,0.9443,0.8027
1034,0.0669,0.0014,0.0045,0.0408,0.003,0.8653,0.7404
1035,0.0138,0.0043,0.0006,0.0115,0.0,0.9522,0.7798
1036,0.0086,0.006999999999999999,0.0008,0.026000000000000002,0.0,0.943,0.8176
1037,0.0109,0.0002,0.0049,0.0095,0.0,0.9618,0.7725
1038,0.0154,0.0009,0.0057,0.0089,0.0,0.9549,0.6751
1039,0.0567,0.0013,0.0212,0.1123,0.0031,0.7602,0.5933999999999999
1040,0.0097,0.0,0.0029,0.022000000000000002,0.0,0.9501,0.7944
1041,0.0241,0.0,0.0,0.0172,0.0002,0.9365,0.7185
1042,0.0185,0.0054,0.0049,0.0409,0.0,0.9153,0.7983
1043,0.0255,0.002,0.0042,0.0729,0.0003,0.8657,0.7261
1044,0.0326,0.0,0.0063,0.0297,0.0012,0.9143,0.7172000000000001
1045,0.0184,0.004,0.0071,0.0836,0.0,0.8645,0.7559
1046,0.0209,0.002,0.0059,0.0642,0.0001,0.8849,0.6789000000000001
1047,0.0025,0.0,0.0,0.0031,0.0,0.9789,0.8714
1048,0.0544,0.0015,0.0286,0.2146,0.0005,0.6745,0.48040000000000005
1049,0.0346,0.0029,0.0144,0.0453,0.0,0.8884,0.6828
1050,0.0033,0.0008,0.0151,0.0049,0.0,0.9723,0.7609
1051,0.0323,0.0011,0.0127,0.0455,0.0,0.8852,0.6904
1052,0.0098,0.0013,0.0021,0.0052,0.0009,0.9685,0.7537
1053,0.0121,0.0072,0.0038,0.0081,0.0015,0.9577,0.8023
1054,0.0325,0.0007,0.0037,0.0339,0.0,0.9138,0.7722
1055,0.0156,0.0039,0.0039,0.0074,0.0,0.9576,0.8032
1056,0.0118,0.0004,0.002,0.0019,0.0,0.9802,0.7748999999999999
1057,0.0044,0.0068,0.0022,0.0076,0.0,0.9565,0.8340000000000001
1058,0.005,0.0,0.0038,0.0015,0.0,0.9754,0.7426999999999999
1059,0.008,0.0018,0.0026,0.0037,0.0,0.9746,0.7079
1060,0.0,0.0022,0.0014,0.0067,0.0,0.9776,0.8656999999999999
1061,0.0165,0.0002,0.0016,0.019,0.0006,0.9425,0.8211
1062,0.0198,0.0014,0.0014,0.0045,0.0003,0.9535,0.7966
1063,0.0285,0.0006,0.0026,0.067,0.0001,0.8857,0.6972
1064,0.0186,0.006,0.0037,0.0568,0.0015,0.9012,0.7214
1065,0.0252,0.0035,0.0088,0.1048,0.0007,0.833,0.6639999999999999
1066,0.0247,0.0026,0.0045,0.0566,0.0003,0.8943,0.7923
1067,0.0086,0.0052,0.0023,0.0125,0.0,0.9607,0.7234
1068,0.0247,0.0035,0.0088,0.0409,0.0028,0.8946,0.7353
1069,0.0106,0.0003,0.001,0.0003,0.0,0.9877,0.7638
1070,0.0268,0.0019,0.0021,0.0728,0.0015,0.8778,0.7189
1071,0.0165,0.0015,0.002,0.0094,0.0,0.9635,0.7876
1072,0.0198,0.0025,0.0009,0.0507,0.001,0.9228,0.7191
1073,0.0192,0.0005,0.0091,0.0632,0.0004,0.8896,0.6896
1074,0.0369,0.0075,0.0066,0.0356,0.0,0.8944,0.7654
1075,0.0113,0.0,0.0031,0.0016,0.0,0.9713,0.8180000000000001
1076,0.0295,0.0004,0.0045,0.0417,0.0006,0.9082,0.7403
1077,0.0082,0.0027,0.004,0.0155,0.0,0.9492,0.8146
1078,0.0309,0.0008,0.0029,0.0244,0.0003,0.9335,0.7377
1079,0.0275,0.0033,0.0008,0.0276,0.0013,0.9278,0.7615
1080,0.0135,0.0054,0.0059,0.034,0.0035,0.9266,0.7687
1081,0.0152,0.0017,0.0079,0.0422,0.0007,0.9205,0.7193
1082,0.0216,0.0004,0.0054,0.0509,0.0,0.9037,0.7357
1083,0.0144,0.0025,0.0,0.0126,0.0,0.9574,0.6984999999999999
1084,0.0347,0.0004,0.0028,0.0086,0.0,0.9426,0.7935
1085,0.0396,0.002,0.0153,0.0356,0.0004,0.883,0.6940999999999999
