FIPS Code,Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other
31147,0.1,Very Low Vulnerability,0.222,0.0195,0.0258,0.0008,0.002,0.0,0.9219,0.029999999999999916
31149,0.01,Very Low Vulnerability,0.128,0.012,0.0078,0.0,0.0149,0.0,0.9653,0.0
31151,0.6,Moderate Vulnerability,0.103,0.2534,0.0025,0.0197,0.0226,0.0,0.69,0.011800000000000033
31153,0.1,Very Low Vulnerability,0.181,0.0932,0.0034,0.0253,0.0366,0.0011,0.8096,0.03080000000000005
31155,0.04,Very Low Vulnerability,0.182,0.0228,0.0038,0.0042,0.0049,0.0,0.9526,0.011700000000000044
31157,0.57,Moderate Vulnerability,0.127,0.2382,0.0156,0.0066,0.0074,0.0,0.72,0.012199999999999989
31159,0.05,Very Low Vulnerability,0.16,0.0263,0.0009,0.0049,0.0055,0.0,0.9468,0.015600000000000058
31161,0.6,Moderate Vulnerability,0.12,0.0552,0.0673,0.008,0.0208,0.0004,0.8111,0.0371999999999999
31163,0.07,Very Low Vulnerability,0.211,0.0224,0.0003,0.003,0.0016,0.0003,0.9634,0.009000000000000008
31165,0.02,Very Low Vulnerability,0.115,0.0336,0.0049,0.0,0.0041,0.0,0.9262,0.031200000000000006
31167,0.06,Very Low Vulnerability,0.102,0.0554,0.0,0.0049,0.0146,0.0,0.9181,0.007000000000000006
31169,0.06,Very Low Vulnerability,0.149,0.0259,0.0024,0.0,0.0049,0.0,0.949,0.017800000000000038
31171,0.0,Very Low Vulnerability,0.089,0.0,0.0093,0.0,0.0,0.0,0.9504,0.0403
31173,0.89,Very High Vulnerability,0.447,0.0595,0.5625,0.0082,0.0019,0.0,0.3573,0.010599999999999943
31175,0.15,Very Low Vulnerability,0.156,0.034,0.0045,0.0,0.0048,0.0,0.9475,0.009199999999999986
31177,0.04,Very Low Vulnerability,0.213,0.0291,0.0005,0.0026,0.0086,0.0007,0.945,0.013500000000000068
31179,0.08,Very Low Vulnerability,0.127,0.0597,0.0015,0.0046,0.0145,0.0,0.8993,0.020399999999999974
31181,0.11,Very Low Vulnerability,0.185,0.0512,0.009,0.0,0.0028,0.0023,0.9152,0.019499999999999962
31183,0.0,Very Low Vulnerability,0.131,0.0255,0.0,0.0026,0.0,0.0,0.9693,0.0025999999999999357
31185,0.18,Very Low Vulnerability,0.199,0.0516,0.0048,0.0042,0.0156,0.0,0.9053,0.01849999999999996
32001,0.6,High Vulnerability,0.226,0.1392,0.038,0.0279,0.0244,0.0007,0.7322,0.03760000000000008
32003,0.74,High Vulnerability,0.193,0.3114,0.0046,0.0955,0.1123,0.0068,0.4277,0.04170000000000007
32005,0.18,Very Low Vulnerability,0.217,0.1269,0.017,0.0164,0.0074,0.0018,0.8077,0.022800000000000042
32007,0.52,Moderate Vulnerability,0.176,0.2438,0.061,0.0112,0.0049,0.0015,0.6674,0.010199999999999987
32009,0.64,High Vulnerability,0.151,0.1579,0.0165,0.0,0.0258,0.0,0.7988,0.001000000000000112
32011,0.07,Very Low Vulnerability,0.2,0.0436,0.05,0.007,0.0005,0.0,0.8989,0.0
32013,0.59,Moderate Vulnerability,0.171,0.2702,0.0514,0.0065,0.0065,0.0,0.6537,0.011700000000000044
32015,0.83,Very High Vulnerability,0.194,0.3117,0.0317,0.0011,0.0007,0.0,0.6408,0.014000000000000012
32017,0.42,Moderate Vulnerability,0.202,0.0689,0.0073,0.0089,0.038,0.0,0.8695,0.007399999999999962
32019,0.58,Moderate Vulnerability,0.131,0.1711,0.0253,0.013,0.0074,0.0017,0.7488,0.03269999999999995
32021,0.88,Very High Vulnerability,0.315,0.1164,0.1888,0.0128,0.0513,0.0,0.6031,0.02760000000000007
32023,0.73,High Vulnerability,0.162,0.1468,0.0155,0.0163,0.0186,0.0053,0.763,0.034499999999999975
32027,0.9,Very High Vulnerability,0.113,0.2444,0.0245,0.0098,0.0354,0.0026,0.6515,0.03180000000000005
32029,0.07,Very Low Vulnerability,0.074,0.0323,0.0035,0.0093,0.0168,0.0,0.846,0.09210000000000007
32031,0.53,Moderate Vulnerability,0.229,0.2444,0.0136,0.0522,0.0215,0.006,0.6308,0.03149999999999986
32033,0.37,Low Vulnerability,0.301,0.1617,0.0493,0.009,0.0561,0.0012,0.7159,0.006800000000000028
32510,0.84,Very High Vulnerability,0.226,0.2415,0.0201,0.0262,0.0196,0.0004,0.6698,0.022399999999999975
33001,0.08,Very Low Vulnerability,0.177,0.0167,0.003,0.0093,0.0062,0.0002,0.95,0.014600000000000057
33003,0.06,Very Low Vulnerability,0.213,0.0148,0.0006,0.0068,0.0047,0.0002,0.9583,0.014599999999999946
33005,0.14,Very Low Vulnerability,0.19,0.0185,0.0017,0.0126,0.0073,0.0005,0.941,0.018400000000000083
33007,0.53,Moderate Vulnerability,0.255,0.0295,0.0031,0.0053,0.0243,0.0009,0.9204,0.01649999999999996
33009,0.19,Very Low Vulnerability,0.249,0.0239,0.0025,0.0367,0.0103,0.0005,0.9065,0.019600000000000062
33011,0.19,Very Low Vulnerability,0.125,0.0677,0.0011,0.0402,0.0234,0.0003,0.8445,0.02279999999999993
33013,0.15,Very Low Vulnerability,0.191,0.0216,0.0025,0.0209,0.0136,0.0001,0.9242,0.017100000000000004
33015,0.01,Very Low Vulnerability,0.172,0.0299,0.0003,0.0206,0.0075,0.0001,0.9253,0.01629999999999998
33017,0.17,Very Low Vulnerability,0.15,0.025,0.0007,0.033,0.0094,0.0004,0.9063,0.0252
33019,0.15,Very Low Vulnerability,0.196,0.0156,0.0032,0.008,0.0065,0.0,0.9501,0.01660000000000006
34001,0.79,High Vulnerability,0.243,0.1885,0.0024,0.0785,0.1401,0.0004,0.564,0.026100000000000012
34003,0.24,Low Vulnerability,0.258,0.1991,0.0011,0.1624,0.0529,0.0003,0.5656,0.01859999999999995
34005,0.21,Low Vulnerability,0.259,0.0804,0.0004,0.0502,0.1604,0.0004,0.6743,0.03390000000000004
34007,0.61,High Vulnerability,0.239,0.1677,0.0008,0.0571,0.1826,0.0002,0.5667,0.024900000000000033
34009,0.34,Low Vulnerability,0.327,0.0768,0.0002,0.0092,0.0443,0.0,0.8527,0.016799999999999926
34011,0.96,Very High Vulnerability,0.159,0.3071,0.0061,0.0132,0.181,0.0001,0.4641,0.02839999999999998
34013,0.84,Very High Vulnerability,0.185,0.2303,0.0014,0.0528,0.3845,0.0001,0.3055,0.025399999999999978
34015,0.17,Very Low Vulnerability,0.246,0.062,0.0007,0.0309,0.0977,0.0001,0.785,0.023599999999999954
34017,0.64,High Vulnerability,0.143,0.4308,0.0016,0.1495,0.1054,0.0007,0.2879,0.02410000000000001
34019,0.03,Very Low Vulnerability,0.197,0.0654,0.0002,0.0411,0.024,0.0004,0.8553,0.013600000000000056
34021,0.56,Moderate Vulnerability,0.162,0.1753,0.0009,0.1107,0.1985,0.0002,0.4971,0.017299999999999982
34023,0.47,Moderate Vulnerability,0.183,0.2116,0.0014,0.2394,0.0953,0.0003,0.4306,0.021399999999999975
34025,0.16,Very Low Vulnerability,0.223,0.108,0.0007,0.0538,0.0671,0.0004,0.7524,0.01760000000000006
34027,0.12,Very Low Vulnerability,0.296,0.1331,0.0006,0.1026,0.0318,0.0001,0.7139,0.017900000000000027
34029,0.34,Low Vulnerability,0.198,0.0921,0.0004,0.0185,0.0277,0.0003,0.8467,0.01429999999999998
34031,0.78,High Vulnerability,0.171,0.4154,0.0013,0.0511,0.1043,0.0002,0.413,0.014699999999999935
34033,0.59,Moderate Vulnerability,0.202,0.0901,0.0025,0.0105,0.1287,0.0005,0.7425,0.02519999999999989
34035,0.1,Very Low Vulnerability,0.225,0.1465,0.0012,0.1759,0.0923,0.0001,0.5629,0.02110000000000012
34037,0.02,Very Low Vulnerability,0.207,0.0821,0.0001,0.0204,0.0211,0.0,0.8629,0.013399999999999967
34039,0.62,High Vulnerability,0.178,0.3159,0.0008,0.0504,0.2007,0.0,0.395,0.0371999999999999
34041,0.22,Low Vulnerability,0.206,0.0927,0.0012,0.0266,0.0436,0.0,0.8168,0.019100000000000006
35001,0.68,High Vulnerability,,0.4999,0.0411,0.0252,0.0247,0.0006,0.3868,0.021700000000000053
35003,0.34,Low Vulnerability,,0.1903,0.0006,0.0,0.0,0.0,0.8091,0.0
35005,0.96,Very High Vulnerability,,0.5675,0.0106,0.009,0.0143,0.0001,0.3888,0.009700000000000042
35006,1.0,Very High Vulnerability,,0.3836,0.3903,0.0015,0.0088,0.0003,0.1931,0.022399999999999975
35007,0.96,Very High Vulnerability,,0.494,0.0039,0.0043,0.0067,0.0,0.4674,0.023700000000000054
35009,0.88,Very High Vulnerability,,0.4217,0.0077,0.0126,0.0495,0.0026,0.4763,0.02960000000000007
35011,0.69,High Vulnerability,,0.5348,0.0025,0.0,0.0157,0.0,0.4441,0.0028999999999999027
35013,0.98,Very High Vulnerability,,0.6826,0.0066,0.0105,0.0161,0.0003,0.2724,0.011500000000000066
35015,0.7,High Vulnerability,,0.4913,0.0142,0.0046,0.0145,0.0,0.4679,0.007499999999999951
35017,0.93,Very High Vulnerability,,0.5049,0.0185,0.0047,0.0087,0.0001,0.4581,0.004999999999999893
35019,0.95,Very High Vulnerability,,0.739,0.0533,0.0021,0.0057,0.0,0.1939,0.006000000000000005
35021,0.36,Low Vulnerability,,0.3968,0.0,0.0,0.0,0.0068,0.5896,0.006800000000000028
35023,0.96,Very High Vulnerability,,0.5811,0.0135,0.0,0.0126,0.0,0.39,0.0028000000000000247
35025,0.92,Very High Vulnerability,,0.5867,0.0081,0.0057,0.034,0.0002,0.3541,0.011199999999999877
35027,0.48,Moderate Vulnerability,,0.3318,0.005,0.0007,0.0052,0.0,0.6491,0.008199999999999985
35028,0.02,Very Low Vulnerability,,0.1797,0.009,0.0497,0.0057,0.0,0.7182,0.03770000000000007
35029,1.0,Very High Vulnerability,,0.6706,0.0074,0.0083,0.0131,0.0,0.2951,0.00550000000000006
35031,0.99,Very High Vulnerability,,0.1425,0.7351,0.0098,0.0056,0.0004,0.0864,0.020199999999999996
35033,0.8,High Vulnerability,,0.8148,0.0,0.0,0.0004,0.0,0.1572,0.02760000000000007
35035,0.91,Very High Vulnerability,,0.3828,0.0607,0.0125,0.0323,0.0015,0.4886,0.021600000000000064
35037,0.81,Very High Vulnerability,,0.4529,0.0137,0.006,0.0161,0.0019,0.4962,0.01319999999999999
35039,,Very Low Vulnerability,,0.7124,0.1431,0.0048,0.0044,0.0003,0.1244,0.010600000000000054
35041,0.94,Very High Vulnerability,,0.4212,0.0053,0.005,0.0241,0.0007,0.5183,0.025399999999999978
35043,0.48,Moderate Vulnerability,,0.3891,0.1207,0.0118,0.0207,0.0013,0.4349,0.021499999999999853
35045,0.92,Very High Vulnerability,,0.2029,0.3801,0.0064,0.0067,0.0006,0.3819,0.021399999999999975
35047,0.99,Very High Vulnerability,,0.7774,0.0103,0.0097,0.0093,0.0,0.1783,0.015000000000000013
35049,0.53,Moderate Vulnerability,,0.5121,0.0253,0.0121,0.0089,0.0007,0.4278,0.01309999999999989
35051,0.91,Very High Vulnerability,,0.3035,0.0205,0.0075,0.004,0.0,0.6469,0.01759999999999995
35053,0.97,Very High Vulnerability,,0.4976,0.1046,0.0325,0.0056,0.0,0.3419,0.017800000000000038
35055,0.86,Very High Vulnerability,,0.5689,0.0586,0.0079,0.0016,0.0,0.3527,0.010299999999999976
35057,0.75,High Vulnerability,,0.4309,0.003,0.0015,0.0078,0.0,0.5469,0.00990000000000002
35059,0.68,High Vulnerability,,0.4234,0.0152,0.0002,0.0143,0.0,0.5129,0.03400000000000003
35061,0.9,Very High Vulnerability,,0.6058,0.0378,0.0051,0.0106,0.0,0.326,0.014699999999999935
36001,0.3,Low Vulnerability,0.233,0.0597,0.0009,0.0656,0.115,0.0004,0.7217,0.036699999999999955
36003,0.58,Moderate Vulnerability,0.139,0.0163,0.0023,0.0117,0.0142,0.0003,0.944,0.011200000000000099
36005,0.99,Very High Vulnerability,0.171,0.5603,0.0023,0.0359,0.2923,0.0003,0.0914,0.01749999999999996
36007,0.62,High Vulnerability,0.201,0.0421,0.0015,0.0433,0.0515,0.0002,0.8338,0.02760000000000007
36009,0.73,High Vulnerability,0.186,0.021,0.0311,0.0079,0.0141,0.0,0.9058,0.020100000000000007
36011,0.5,Moderate Vulnerability,0.207,0.0295,0.0011,0.0056,0.041,0.0001,0.9009,0.02179999999999993
36013,0.72,High Vulnerability,0.188,0.0748,0.0029,0.0056,0.0235,0.0005,0.8744,0.018299999999999983
36015,0.49,Moderate Vulnerability,0.213,0.0308,0.0028,0.0134,0.059,0.0001,0.8623,0.03160000000000007
36017,0.56,Moderate Vulnerability,0.177,0.0219,0.003,0.0043,0.0088,0.0,0.9474,0.014599999999999946
36019,0.53,Moderate Vulnerability,0.287,0.0291,0.0027,0.0141,0.0407,0.0002,0.8993,0.013900000000000023
36021,0.39,Low Vulnerability,0.193,0.0477,0.0006,0.0174,0.0431,0.0,0.8635,0.027699999999999947
36023,0.35,Low Vulnerability,0.182,0.027,0.0022,0.0076,0.019,0.0,0.9262,0.018000000000000016
36025,0.63,High Vulnerability,0.135,0.0388,0.0008,0.0078,0.0153,0.0,0.9209,0.01639999999999997
36027,0.42,Moderate Vulnerability,0.169,0.1219,0.0015,0.0352,0.098,0.0004,0.7147,0.028299999999999992
36029,0.41,Moderate Vulnerability,0.196,0.055,0.0045,0.0355,0.1301,0.0003,0.7549,0.01970000000000005
36031,0.39,Low Vulnerability,0.272,0.0301,0.0025,0.0027,0.029,0.0002,0.9196,0.015900000000000025
36033,0.71,High Vulnerability,0.262,0.0354,0.0715,0.0054,0.0562,0.0022,0.8162,0.0131
36035,0.5,Moderate Vulnerability,0.155,0.031,0.0029,0.0078,0.0198,0.0001,0.9269,0.011500000000000066
36037,0.19,Very Low Vulnerability,0.186,0.033,0.0083,0.0079,0.0202,0.0,0.9052,0.025399999999999978
36039,0.42,Moderate Vulnerability,0.152,0.0591,0.0047,0.0105,0.0545,0.0001,0.8528,0.018299999999999983
36041,0.39,Low Vulnerability,0.469,0.0166,0.0011,0.0007,0.008,0.0004,0.9595,0.013699999999999934
36043,0.53,Moderate Vulnerability,0.216,0.0216,0.0021,0.0059,0.0103,0.0002,0.9451,0.014799999999999924
36045,0.65,High Vulnerability,0.262,0.0752,0.0037,0.0171,0.0572,0.0019,0.8164,0.02849999999999997
36047,0.82,Very High Vulnerability,0.151,0.1904,0.0014,0.1178,0.2997,0.0004,0.364,0.02629999999999999
36049,0.29,Low Vulnerability,0.187,0.0173,0.0029,0.0053,0.007,0.0009,0.9585,0.008099999999999996
36051,0.34,Low Vulnerability,0.165,0.0366,0.0019,0.013,0.0258,0.0005,0.9076,0.014600000000000057
36053,0.17,Very Low Vulnerability,0.197,0.0221,0.0047,0.009,0.0167,0.0011,0.9309,0.01550000000000007
36055,0.52,Moderate Vulnerability,0.203,0.0877,0.0018,0.0359,0.1448,0.0002,0.7057,0.023900000000000032
36057,0.83,Very High Vulnerability,0.183,0.141,0.0015,0.0069,0.0189,0.0,0.8127,0.019000000000000017
36059,0.24,Low Vulnerability,0.249,0.169,0.0012,0.096,0.1115,0.0002,0.5998,0.022299999999999986
36061,0.55,Moderate Vulnerability,0.238,0.2583,0.0012,0.1205,0.1247,0.0003,0.4691,0.025900000000000034
36063,0.33,Low Vulnerability,0.176,0.0302,0.0098,0.011,0.0689,0.0002,0.8544,0.025499999999999967
36065,0.69,High Vulnerability,0.242,0.0577,0.0021,0.0403,0.0568,0.0003,0.8201,0.022699999999999942
36067,0.52,Moderate Vulnerability,0.268,0.0491,0.0049,0.0367,0.1084,0.0002,0.7685,0.032200000000000006
36069,0.23,Low Vulnerability,0.218,0.0474,0.0024,0.0137,0.0215,0.0003,0.8984,0.01629999999999998
36071,0.55,Moderate Vulnerability,0.168,0.2049,0.0023,0.0267,0.0999,0.0003,0.6424,0.023500000000000076
36073,0.64,High Vulnerability,0.137,0.0492,0.0033,0.0056,0.0564,0.0,0.8637,0.02180000000000004
36075,0.65,High Vulnerability,0.185,0.0259,0.0013,0.0066,0.0096,0.0001,0.9404,0.016100000000000003
36077,0.42,Moderate Vulnerability,0.173,0.0369,0.0008,0.0132,0.0182,0.0001,0.9113,0.019499999999999962
36079,0.08,Very Low Vulnerability,0.194,0.1497,0.0009,0.0204,0.0273,0.0002,0.7871,0.014399999999999968
36081,0.62,High Vulnerability,0.185,0.2804,0.0023,0.2534,0.1721,0.0004,0.2505,0.040899999999999936
36083,0.34,Low Vulnerability,0.2,0.0493,0.0007,0.0268,0.0598,0.0,0.8321,0.031300000000000106
36085,0.48,Moderate Vulnerability,0.215,0.1844,0.001,0.0922,0.0936,0.0003,0.6101,0.018399999999999972
36087,0.6,High Vulnerability,0.199,0.1771,0.0011,0.0585,0.1131,0.0,0.6313,0.018900000000000028
36089,0.75,High Vulnerability,0.275,0.0236,0.0075,0.0099,0.0223,0.0006,0.9197,0.01640000000000008
36091,0.05,Very Low Vulnerability,0.238,0.0321,0.0019,0.0291,0.0153,0.0001,0.9035,0.018000000000000016
36093,0.39,Low Vulnerability,0.207,0.0706,0.0022,0.0443,0.0944,0.0005,0.726,0.062000000000000055
36095,0.4,Moderate Vulnerability,0.138,0.032,0.0015,0.0088,0.0135,0.0002,0.9317,0.012299999999999978
36097,0.37,Low Vulnerability,0.213,0.0186,0.0008,0.007,0.0083,0.0,0.9496,0.015700000000000047
36099,0.45,Moderate Vulnerability,0.162,0.0349,0.0042,0.0083,0.0476,0.0002,0.8901,0.014699999999999935
36101,0.47,Moderate Vulnerability,0.178,0.0165,0.0011,0.0153,0.0157,0.0,0.9357,0.015700000000000047
36103,0.21,Low Vulnerability,0.187,0.1931,0.0016,0.0388,0.0726,0.0002,0.6757,0.018000000000000016
36105,0.79,High Vulnerability,0.139,0.1599,0.0023,0.0163,0.074,0.0,0.7151,0.032399999999999984
36107,0.2,Very Low Vulnerability,0.198,0.0195,0.002,0.0077,0.0062,0.0,0.95,0.014600000000000057
36109,0.35,Low Vulnerability,0.2,0.0516,0.0014,0.096,0.0348,0.0006,0.7712,0.044399999999999995
36111,0.47,Moderate Vulnerability,0.168,0.1021,0.001,0.0186,0.0551,0.0006,0.7905,0.03210000000000002
36113,0.17,Very Low Vulnerability,0.254,0.0256,0.0027,0.0098,0.012,0.0006,0.9377,0.011600000000000055
36115,0.4,Moderate Vulnerability,0.176,0.0274,0.0031,0.006,0.0279,0.0001,0.9232,0.012299999999999978
36117,0.34,Low Vulnerability,0.172,0.0441,0.0012,0.0078,0.0272,0.0012,0.8993,0.019199999999999995
36119,0.55,Moderate Vulnerability,0.23,0.2467,0.0016,0.0592,0.1343,0.0002,0.5348,0.0232
36121,0.31,Low Vulnerability,0.145,0.0329,0.0047,0.0041,0.0395,0.0,0.8991,0.01970000000000005
36123,0.44,Moderate Vulnerability,0.211,0.0222,0.0008,0.0065,0.0096,0.0002,0.9471,0.013599999999999945
37001,0.78,High Vulnerability,0.205,0.1256,0.0028,0.0156,0.1939,0.0004,0.6406,0.02110000000000012
37003,0.63,High Vulnerability,0.166,0.0468,0.0037,0.0105,0.0584,0.0,0.8679,0.012699999999999934
37005,0.63,High Vulnerability,0.238,0.0968,0.0038,0.0042,0.0236,0.0001,0.8688,0.0027000000000000357
37007,0.94,Very High Vulnerability,0.12,0.0404,0.0026,0.0133,0.4825,0.0003,0.446,0.014900000000000135
37009,0.5,Moderate Vulnerability,0.201,0.0495,0.0041,0.0042,0.0073,0.001,0.9252,0.00869999999999993
37011,0.64,High Vulnerability,0.214,0.0506,0.0132,0.0044,0.0391,0.0002,0.8874,0.005099999999999993
37013,0.72,High Vulnerability,0.271,0.0776,0.0026,0.0011,0.2485,0.0,0.6582,0.01200000000000001
37015,0.94,Very High Vulnerability,0.197,0.0213,0.0057,0.0078,0.6114,0.0001,0.3455,0.008199999999999985
37017,0.94,Very High Vulnerability,0.176,0.0748,0.0252,0.0015,0.344,0.0,0.5475,0.007000000000000006
37019,0.36,Low Vulnerability,0.277,0.0481,0.0066,0.0058,0.0968,0.0001,0.8191,0.023499999999999965
37021,0.38,Low Vulnerability,0.216,0.0657,0.004,0.0124,0.0622,0.0014,0.8354,0.018899999999999917
37023,0.85,Very High Vulnerability,0.207,0.0611,0.0041,0.0361,0.0605,0.0013,0.8156,0.021299999999999986
37025,0.42,Moderate Vulnerability,0.159,0.1044,0.0032,0.0373,0.1745,0.0007,0.6559,0.02400000000000002
37027,0.65,High Vulnerability,0.199,0.0548,0.0037,0.0051,0.0455,0.0004,0.8731,0.01739999999999997
37029,0.31,Low Vulnerability,0.231,0.0292,0.0,0.0179,0.1384,0.0012,0.8046,0.008700000000000041
37031,0.43,Moderate Vulnerability,0.198,0.0429,0.003,0.0117,0.0531,0.0006,0.8638,0.024899999999999922
37033,0.84,Very High Vulnerability,0.211,0.0403,0.0021,0.0067,0.3271,0.001,0.6117,0.011099999999999999
37035,0.65,High Vulnerability,0.201,0.0968,0.0022,0.0431,0.0806,0.0,0.7554,0.02190000000000003
37037,0.38,Low Vulnerability,0.265,0.1221,0.0009,0.015,0.1107,0.0007,0.717,0.03359999999999996
37039,0.49,Moderate Vulnerability,0.188,0.0315,0.0153,0.0073,0.0124,0.0,0.9099,0.023599999999999954
37041,0.81,Very High Vulnerability,0.256,0.0369,0.0043,0.0,0.352,0.0,0.5993,0.007499999999999951
37043,0.22,Low Vulnerability,0.156,0.0333,0.0039,0.002,0.0208,0.0016,0.934,0.0043999999999999595
37045,0.83,Very High Vulnerability,0.174,0.0352,0.0026,0.0103,0.2092,0.0,0.7291,0.013600000000000056
37047,0.95,Very High Vulnerability,0.164,0.0532,0.034,0.0041,0.2999,0.0001,0.5932,0.01550000000000007
37049,0.81,Very High Vulnerability,0.248,0.0729,0.0057,0.0274,0.2137,0.0011,0.6588,0.020399999999999974
37051,0.86,Very High Vulnerability,0.275,0.1158,0.0131,0.0239,0.3597,0.0026,0.4346,0.0502999999999999
37053,0.12,Very Low Vulnerability,0.199,0.0398,0.0033,0.0042,0.0553,0.0002,0.8721,0.02510000000000001
37055,0.14,Very Low Vulnerability,0.347,0.0749,0.0038,0.0077,0.0254,0.0003,0.8726,0.01529999999999998
37057,0.68,High Vulnerability,0.167,0.0711,0.0027,0.0153,0.0915,0.0001,0.8018,0.01750000000000007
37059,0.44,Moderate Vulnerability,0.246,0.068,0.003,0.0071,0.0496,0.0,0.8441,0.028200000000000003
37061,0.98,Very High Vulnerability,0.153,0.2217,0.0045,0.0038,0.236,0.0008,0.5156,0.01760000000000006
37063,0.62,High Vulnerability,0.258,0.1349,0.0021,0.0487,0.3588,0.0004,0.4247,0.030399999999999983
37065,0.97,Very High Vulnerability,0.161,0.0459,0.0013,0.0021,0.5746,0.0012,0.3621,0.012800000000000034
37067,0.68,High Vulnerability,0.22,0.1281,0.003,0.0233,0.2567,0.0004,0.5669,0.021600000000000064
37069,0.64,High Vulnerability,0.17,0.0842,0.0039,0.0049,0.248,0.0,0.6347,0.02429999999999999
37071,0.67,High Vulnerability,0.171,0.0701,0.0028,0.0153,0.1617,0.0006,0.7247,0.024799999999999933
37073,0.36,Low Vulnerability,0.188,0.001,0.0094,0.0053,0.3342,0.0,0.6326,0.01749999999999996
37075,0.63,High Vulnerability,0.251,0.0209,0.101,0.0,0.002,0.0001,0.8659,0.010099999999999998
37077,0.66,High Vulnerability,0.262,0.0795,0.0037,0.0053,0.2978,0.0007,0.58,0.03300000000000014
37079,0.99,Very High Vulnerability,0.171,0.1509,0.0044,0.0008,0.3466,0.0003,0.4676,0.02939999999999998
37081,0.64,High Vulnerability,0.188,0.0797,0.0041,0.0493,0.3353,0.0005,0.5035,0.02760000000000007
37083,0.96,Very High Vulnerability,0.196,0.0288,0.0352,0.0073,0.5261,0.0014,0.384,0.017199999999999993
37085,0.79,High Vulnerability,0.153,0.1277,0.0078,0.0104,0.2041,0.0015,0.6134,0.03510000000000013
37087,0.28,Low Vulnerability,0.238,0.0397,0.0043,0.0058,0.0094,0.0,0.9262,0.014599999999999946
37089,0.32,Low Vulnerability,0.217,0.1007,0.0037,0.013,0.0336,0.0,0.8311,0.017900000000000027
37091,0.99,Very High Vulnerability,0.125,0.0384,0.0113,0.0077,0.5868,0.0016,0.3325,0.02169999999999994
37093,0.89,Very High Vulnerability,0.121,0.1334,0.0782,0.0151,0.3305,0.0008,0.3988,0.043199999999999905
37095,0.86,Very High Vulnerability,0.29,0.1034,0.0012,0.0,0.2968,0.0,0.5887,0.00990000000000002
37097,0.37,Low Vulnerability,0.195,0.0763,0.0015,0.0247,0.1188,0.0,0.7598,0.018899999999999917
37099,0.62,High Vulnerability,0.203,0.0594,0.0765,0.007,0.0216,0.0,0.8066,0.028900000000000037
37101,0.54,Moderate Vulnerability,0.176,0.136,0.0046,0.0063,0.1545,0.0004,0.678,0.020199999999999996
37103,0.88,Very High Vulnerability,0.215,0.0462,0.0092,0.0008,0.3036,0.0,0.6257,0.014499999999999957
37105,0.85,Very High Vulnerability,0.209,0.1915,0.0073,0.012,0.195,0.0005,0.5813,0.012399999999999967
37107,0.99,Very High Vulnerability,0.213,0.0778,0.0019,0.0049,0.3866,0.0002,0.4922,0.03639999999999999
37109,0.36,Low Vulnerability,0.171,0.0725,0.0019,0.0072,0.0494,0.0005,0.8481,0.020399999999999974
37111,0.79,High Vulnerability,0.219,0.0612,0.0034,0.0092,0.0357,0.0,0.8738,0.016699999999999937
37113,0.35,Low Vulnerability,0.169,0.0701,0.0069,0.0087,0.0155,0.0,0.8904,0.008400000000000074
37115,0.46,Moderate Vulnerability,0.212,0.0243,0.0027,0.0058,0.0156,0.0,0.9404,0.011199999999999988
37117,0.75,High Vulnerability,0.442,0.0399,0.0024,0.0061,0.4204,0.0,0.5206,0.010600000000000054
37119,0.44,Moderate Vulnerability,0.156,0.1326,0.0026,0.0582,0.3102,0.0005,0.4683,0.02760000000000007
37121,0.42,Moderate Vulnerability,0.152,0.0558,0.0014,0.0018,0.0034,0.0,0.92,0.01759999999999995
37123,0.87,Very High Vulnerability,0.159,0.1535,0.003,0.0144,0.1759,0.0,0.6327,0.020499999999999963
37125,0.36,Low Vulnerability,0.294,0.0673,0.0082,0.0127,0.123,0.0007,0.7708,0.017299999999999982
37127,0.83,Very High Vulnerability,0.182,0.0699,0.0061,0.0082,0.3921,0.0003,0.4988,0.024599999999999955
37129,0.38,Low Vulnerability,0.234,0.0555,0.0022,0.013,0.1345,0.0009,0.7711,0.02279999999999993
37131,0.9,Very High Vulnerability,0.209,0.0227,0.003,0.0028,0.5632,0.0,0.3873,0.02100000000000002
37133,0.75,High Vulnerability,0.213,0.1258,0.0035,0.0209,0.1328,0.0013,0.6614,0.054300000000000015
37135,0.3,Low Vulnerability,0.288,0.0845,0.005,0.0775,0.1118,0.0001,0.6938,0.027300000000000102
37137,0.72,High Vulnerability,0.283,0.0388,0.0018,0.0061,0.1826,0.0,0.7421,0.02859999999999996
37139,0.77,High Vulnerability,0.229,0.0537,0.0007,0.0118,0.3641,0.0,0.5476,0.02210000000000001
37141,0.55,Moderate Vulnerability,0.184,0.0706,0.0032,0.004,0.1426,0.0008,0.7507,0.028100000000000014
37143,0.5,Moderate Vulnerability,0.151,0.026,0.0031,0.0036,0.2313,0.001,0.7229,0.0121
37145,0.77,High Vulnerability,0.206,0.043,0.004,0.0033,0.2606,0.0005,0.664,0.024599999999999955
37147,0.82,Very High Vulnerability,0.235,0.0626,0.0027,0.0174,0.3441,0.0006,0.5441,0.02849999999999997
