FIPS Code,Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other
21089,0.32,Low Vulnerability,0.202,0.0109,0.0002,0.0049,0.0095,0.0,0.9618,0.012700000000000045
21091,0.38,Low Vulnerability,0.294,0.0154,0.0009,0.0057,0.0089,0.0,0.9549,0.01419999999999999
21093,0.57,Moderate Vulnerability,0.212,0.0567,0.0013,0.0212,0.1123,0.0031,0.7602,0.04520000000000002
21095,0.88,Very High Vulnerability,0.171,0.0097,0.0,0.0029,0.022,0.0,0.9501,0.015300000000000091
21097,0.51,Moderate Vulnerability,0.24,0.0241,0.0,0.0,0.0172,0.0002,0.9365,0.02200000000000002
21099,0.77,High Vulnerability,0.132,0.0185,0.0054,0.0049,0.0409,0.0,0.9153,0.015000000000000013
21101,0.71,High Vulnerability,0.169,0.0255,0.002,0.0042,0.0729,0.0003,0.8657,0.02939999999999998
21103,0.53,Moderate Vulnerability,0.213,0.0326,0.0,0.0063,0.0297,0.0012,0.9143,0.015900000000000025
21105,0.57,Moderate Vulnerability,0.131,0.0184,0.004,0.0071,0.0836,0.0,0.8645,0.022399999999999975
21107,0.55,Moderate Vulnerability,0.228,0.0209,0.002,0.0059,0.0642,0.0001,0.8849,0.02200000000000002
21109,0.67,High Vulnerability,0.123,0.0025,0.0,0.0,0.0031,0.0,0.9789,0.015499999999999958
21111,0.57,Moderate Vulnerability,0.22,0.0544,0.0015,0.0286,0.2146,0.0005,0.6745,0.025900000000000034
21113,0.52,Moderate Vulnerability,0.22,0.0346,0.0029,0.0144,0.0453,0.0,0.8884,0.014399999999999968
21115,0.81,Very High Vulnerability,0.215,0.0033,0.0008,0.0151,0.0049,0.0,0.9723,0.0035999999999999366
21117,0.34,Low Vulnerability,0.218,0.0323,0.0011,0.0127,0.0455,0.0,0.8852,0.0232
21119,0.85,Very High Vulnerability,0.227,0.0098,0.0013,0.0021,0.0052,0.0009,0.9685,0.012199999999999989
21121,0.83,Very High Vulnerability,0.165,0.0121,0.0072,0.0038,0.0081,0.0015,0.9577,0.009600000000000053
21123,0.53,Moderate Vulnerability,0.157,0.0325,0.0007,0.0037,0.0339,0.0,0.9138,0.01540000000000008
21125,0.75,High Vulnerability,0.166,0.0156,0.0039,0.0039,0.0074,0.0,0.9576,0.011599999999999944
21127,0.76,High Vulnerability,0.209,0.0118,0.0004,0.002,0.0019,0.0,0.9802,0.0037000000000000366
21129,0.82,Very High Vulnerability,0.145,0.0044,0.0068,0.0022,0.0076,0.0,0.9565,0.022499999999999964
21131,0.77,High Vulnerability,0.247,0.005,0.0,0.0038,0.0015,0.0,0.9754,0.01429999999999998
21133,0.88,Very High Vulnerability,0.276,0.008,0.0018,0.0026,0.0037,0.0,0.9746,0.009299999999999975
21135,0.62,High Vulnerability,0.124,0.0,0.0022,0.0014,0.0067,0.0,0.9776,0.0121
21137,0.71,High Vulnerability,0.141,0.0165,0.0002,0.0016,0.019,0.0006,0.9425,0.01959999999999995
21139,0.26,Low Vulnerability,0.176,0.0198,0.0014,0.0014,0.0045,0.0003,0.9535,0.019100000000000006
21141,0.53,Moderate Vulnerability,0.204,0.0285,0.0006,0.0026,0.067,0.0001,0.8857,0.015499999999999958
21143,0.33,Low Vulnerability,0.192,0.0186,0.006,0.0037,0.0568,0.0015,0.9012,0.012199999999999989
21145,0.42,Moderate Vulnerability,0.193,0.0252,0.0035,0.0088,0.1048,0.0007,0.833,0.02400000000000002
21147,0.88,Very High Vulnerability,0.119,0.0247,0.0026,0.0045,0.0566,0.0003,0.8943,0.017000000000000015
21149,0.42,Moderate Vulnerability,0.248,0.0086,0.0052,0.0023,0.0125,0.0,0.9607,0.010700000000000043
21151,0.5,Moderate Vulnerability,0.184,0.0247,0.0035,0.0088,0.0409,0.0028,0.8946,0.024700000000000055
21153,0.81,Very High Vulnerability,0.224,0.0106,0.0003,0.001,0.0003,0.0,0.9877,9.999999999998899e-05
21155,0.91,Very High Vulnerability,0.176,0.0268,0.0019,0.0021,0.0728,0.0015,0.8778,0.017100000000000004
21157,0.27,Low Vulnerability,0.183,0.0165,0.0015,0.002,0.0094,0.0,0.9635,0.007099999999999995
21159,0.85,Very High Vulnerability,0.206,0.0198,0.0025,0.0009,0.0507,0.001,0.9228,0.0023000000000000798
21161,0.67,High Vulnerability,0.218,0.0192,0.0005,0.0091,0.0632,0.0004,0.8896,0.018000000000000016
21163,0.32,Low Vulnerability,0.148,0.0369,0.0075,0.0066,0.0356,0.0,0.8944,0.019000000000000017
21165,0.58,Moderate Vulnerability,0.166,0.0113,0.0,0.0031,0.0016,0.0,0.9713,0.012699999999999934
21167,0.41,Moderate Vulnerability,0.183,0.0295,0.0004,0.0045,0.0417,0.0006,0.9082,0.015100000000000002
21169,0.68,High Vulnerability,0.155,0.0082,0.0027,0.004,0.0155,0.0,0.9492,0.020399999999999974
21171,0.7,High Vulnerability,0.203,0.0309,0.0008,0.0029,0.0244,0.0003,0.9335,0.007199999999999984
21173,0.8,High Vulnerability,0.178,0.0275,0.0033,0.0008,0.0276,0.0013,0.9278,0.011700000000000044
21175,0.83,Very High Vulnerability,0.169,0.0135,0.0054,0.0059,0.034,0.0035,0.9266,0.011099999999999999
21177,0.61,High Vulnerability,0.213,0.0152,0.0017,0.0079,0.0422,0.0007,0.9205,0.011800000000000033
21179,0.29,Low Vulnerability,0.186,0.0216,0.0004,0.0054,0.0509,0.0,0.9037,0.018000000000000016
21181,0.82,Very High Vulnerability,0.272,0.0144,0.0025,0.0,0.0126,0.0,0.9574,0.0131
21183,0.58,Moderate Vulnerability,0.16,0.0347,0.0004,0.0028,0.0086,0.0,0.9426,0.01090000000000002
21185,0.04,Very Low Vulnerability,0.213,0.0396,0.002,0.0153,0.0356,0.0004,0.883,0.02410000000000001
21187,0.53,Moderate Vulnerability,0.162,0.0038,0.0016,0.0,0.0057,0.0012,0.9843,0.0034000000000000696
21189,0.84,Very High Vulnerability,0.195,0.0,0.0,0.0016,0.0547,0.0,0.9343,0.009399999999999964
21191,0.41,Moderate Vulnerability,0.181,0.0136,0.0005,0.0057,0.0108,0.0,0.9607,0.008700000000000041
21193,0.91,Very High Vulnerability,0.303,0.0104,0.0004,0.0086,0.0186,0.0022,0.9518,0.008000000000000007
21195,0.79,High Vulnerability,0.315,0.0096,0.0011,0.0056,0.0088,0.0004,0.969,0.00550000000000006
21197,0.77,High Vulnerability,0.206,0.0167,0.0032,0.006,0.0036,0.0005,0.9574,0.012599999999999945
21199,0.74,High Vulnerability,0.155,0.0249,0.0032,0.0082,0.0087,0.0,0.9423,0.012699999999999934
21201,0.35,Low Vulnerability,0.227,0.0429,0.0,0.0,0.0179,0.0,0.9392,0.0
21203,0.79,High Vulnerability,0.135,0.0093,0.012,0.0014,0.0015,0.0,0.9718,0.0040000000000000036
21205,0.76,High Vulnerability,0.209,0.0172,0.0022,0.008,0.0153,0.0,0.9452,0.0121
21207,0.86,Very High Vulnerability,0.165,0.0378,0.0002,0.008,0.003,0.0,0.9348,0.016199999999999992
21209,0.33,Low Vulnerability,0.248,0.0433,0.0014,0.0113,0.0462,0.0,0.8696,0.028200000000000003
21211,0.43,Moderate Vulnerability,0.16,0.096,0.0,0.0093,0.0667,0.0008,0.8017,0.025500000000000078
21213,0.29,Low Vulnerability,0.194,0.0244,0.0041,0.0067,0.0983,0.0,0.8517,0.014799999999999924
21215,0.04,Very Low Vulnerability,0.095,0.0238,0.0018,0.0034,0.0186,0.0,0.9407,0.011700000000000044
21217,0.72,High Vulnerability,0.122,0.0242,0.0004,0.0101,0.0428,0.0,0.8953,0.027200000000000002
21219,0.81,Very High Vulnerability,0.146,0.0399,0.0,0.0006,0.0817,0.0,0.8573,0.020500000000000074
21221,0.37,Low Vulnerability,0.217,0.0225,0.0,0.0047,0.0745,0.0,0.8815,0.016800000000000037
21223,0.71,High Vulnerability,0.153,0.0307,0.0047,0.0,0.0016,0.0077,0.9399,0.01540000000000008
21225,0.54,Moderate Vulnerability,0.131,0.0197,0.0,0.0046,0.1316,0.0,0.824,0.020100000000000007
21227,0.71,High Vulnerability,0.208,0.0536,0.0034,0.04,0.0885,0.0037,0.7837,0.027100000000000013
21229,0.51,Moderate Vulnerability,0.191,0.0425,0.0,0.0088,0.0536,0.0,0.877,0.018100000000000005
21231,0.75,High Vulnerability,0.091,0.0333,0.0002,0.0016,0.0198,0.0,0.9316,0.013500000000000068
21233,0.79,High Vulnerability,0.192,0.0547,0.0009,0.0005,0.0335,0.0007,0.8836,0.0260999999999999
21235,0.84,Very High Vulnerability,0.211,0.0129,0.0034,0.0024,0.0088,0.0,0.9599,0.012600000000000056
21237,0.86,Very High Vulnerability,0.208,0.0036,0.0032,0.0007,0.0006,0.0,0.9815,0.010399999999999965
21239,0.2,Low Vulnerability,0.318,0.0671,0.0,0.0041,0.0451,0.0,0.8621,0.021600000000000064
22001,0.92,Very High Vulnerability,0.177,0.0255,0.0001,0.0009,0.1731,0.0,0.7738,0.026599999999999957
22003,0.93,Very High Vulnerability,0.106,0.0621,0.0199,0.0059,0.1844,0.0,0.7096,0.018100000000000005
22005,0.4,Low Vulnerability,0.176,0.056,0.0007,0.0105,0.2173,0.0003,0.6842,0.030999999999999917
22007,0.78,High Vulnerability,0.165,0.0304,0.0041,0.0008,0.2991,0.0,0.6556,0.010000000000000009
22009,0.96,Very High Vulnerability,0.141,0.0193,0.0086,0.0053,0.2678,0.002,0.6504,0.046599999999999975
22011,0.65,High Vulnerability,0.112,0.0374,0.0045,0.0044,0.1236,0.0001,0.8024,0.02760000000000007
22013,0.94,Very High Vulnerability,0.203,0.0061,0.0004,0.0004,0.4319,0.0,0.5431,0.018100000000000005
22015,0.59,Moderate Vulnerability,0.195,0.0663,0.0047,0.0187,0.2261,0.0001,0.6674,0.016700000000000048
22017,0.84,Very High Vulnerability,0.223,0.0282,0.0035,0.0128,0.4895,0.0005,0.4486,0.016900000000000026
22019,0.74,High Vulnerability,0.152,0.0361,0.0031,0.014,0.2481,0.0,0.6742,0.024499999999999966
22021,0.93,Very High Vulnerability,0.195,0.032,0.0033,0.0031,0.1639,0.0,0.7918,0.005900000000000016
22023,0.26,Low Vulnerability,0.065,0.0589,0.0051,0.0052,0.0338,0.0,0.8828,0.01419999999999999
22025,0.78,High Vulnerability,0.142,0.0188,0.001,0.0016,0.3158,0.0,0.6612,0.0015999999999999348
22027,0.95,Very High Vulnerability,0.146,0.0151,0.0029,0.0014,0.5195,0.0,0.4516,0.009500000000000064
22029,0.91,Very High Vulnerability,0.12,0.0155,0.0001,0.0015,0.4109,0.0,0.5693,0.0026999999999999247
22031,0.89,Very High Vulnerability,0.171,0.0288,0.009,0.001,0.3534,0.0004,0.5877,0.01970000000000005
22033,0.67,High Vulnerability,0.211,0.0418,0.0013,0.0318,0.4595,0.0005,0.4463,0.01880000000000015
22035,0.94,Very High Vulnerability,0.25,0.0055,0.0,0.0,0.6969,0.0,0.2897,0.007900000000000018
22037,0.82,Very High Vulnerability,0.143,0.0167,0.0051,0.0034,0.4329,0.0,0.5336,0.008299999999999974
22039,1.0,Very High Vulnerability,0.133,0.0373,0.0026,0.0047,0.2712,0.0006,0.6632,0.020399999999999974
22041,0.95,Very High Vulnerability,0.173,0.0037,0.0006,0.0,0.3385,0.0004,0.6513,0.005499999999999949
22043,0.63,High Vulnerability,0.125,0.0504,0.0014,0.0012,0.1588,0.0,0.7652,0.02300000000000002
22045,0.96,Very High Vulnerability,0.158,0.0421,0.001,0.0274,0.3155,0.0,0.5876,0.02639999999999998
22047,0.89,Very High Vulnerability,0.169,0.026,0.0008,0.0004,0.481,0.0,0.4768,0.015000000000000013
22049,0.94,Very High Vulnerability,0.174,0.0166,0.001,0.0058,0.2972,0.0,0.673,0.006399999999999961
22051,0.61,High Vulnerability,0.252,0.1451,0.003,0.0417,0.264,0.0001,0.5265,0.019600000000000062
22053,0.81,Very High Vulnerability,0.129,0.0246,0.0083,0.0049,0.1638,0.0,0.7814,0.017000000000000015
22055,0.62,High Vulnerability,0.179,0.046,0.0024,0.0187,0.2586,0.0,0.6567,0.01760000000000006
22057,0.77,High Vulnerability,0.167,0.0436,0.0212,0.0059,0.1356,0.0002,0.7683,0.0252
22059,0.76,High Vulnerability,0.155,0.0283,0.0103,0.012,0.1109,0.0009,0.8273,0.010299999999999976
22061,0.85,Very High Vulnerability,0.181,0.0306,0.0025,0.0166,0.4059,0.0,0.533,0.011399999999999966
22063,0.43,Moderate Vulnerability,0.133,0.0374,0.0023,0.0062,0.0589,0.0001,0.8769,0.018199999999999994
22065,0.97,Very High Vulnerability,0.152,0.0211,0.0015,0.0,0.6354,0.0,0.3384,0.0036000000000000476
22067,0.88,Very High Vulnerability,0.199,0.0057,0.0011,0.005,0.4908,0.0,0.4933,0.0040999999999999925
22069,0.86,Very High Vulnerability,0.151,0.0237,0.0071,0.0074,0.4104,0.0,0.5205,0.03090000000000004
22071,0.74,High Vulnerability,0.265,0.0548,0.0014,0.0289,0.5886,0.0001,0.3067,0.019500000000000073
22073,0.85,Very High Vulnerability,0.179,0.0222,0.0016,0.01,0.3732,0.0,0.5784,0.014599999999999946
22075,0.71,High Vulnerability,0.24,0.0733,0.0106,0.0386,0.1992,0.0003,0.6392,0.038799999999999946
22077,0.85,Very High Vulnerability,0.214,0.026,0.0,0.0025,0.3576,0.0,0.6032,0.010700000000000043
22079,0.91,Very High Vulnerability,0.199,0.0315,0.0072,0.0129,0.3142,0.0001,0.6122,0.02190000000000003
22081,0.81,Very High Vulnerability,0.159,0.0238,0.0,0.0,0.3911,0.0,0.567,0.018100000000000005
22083,0.86,Very High Vulnerability,0.206,0.0222,0.0001,0.0038,0.3579,0.0,0.6057,0.010299999999999976
22085,0.83,Very High Vulnerability,0.128,0.0388,0.0625,0.0036,0.1595,0.0003,0.6758,0.0595
22087,0.77,High Vulnerability,0.162,0.1006,0.0016,0.0249,0.2274,0.0004,0.6234,0.021700000000000053
22089,0.35,Low Vulnerability,0.23,0.0613,0.0036,0.01,0.2633,0.0,0.6512,0.010600000000000054
22091,0.9,Very High Vulnerability,0.119,0.0179,0.0111,0.0025,0.5253,0.0,0.4415,0.0017000000000000348
22093,0.63,High Vulnerability,0.16,0.0167,0.0,0.0016,0.4958,0.0,0.4818,0.0040999999999999925
22095,0.75,High Vulnerability,0.191,0.0609,0.0,0.011,0.5614,0.0,0.3432,0.023500000000000076
22097,0.92,Very High Vulnerability,0.174,0.0221,0.0018,0.0007,0.4147,0.0,0.5436,0.017100000000000004
22099,0.78,High Vulnerability,0.127,0.03,0.0039,0.01,0.2905,0.0,0.6432,0.022399999999999975
22101,0.92,Very High Vulnerability,0.177,0.0703,0.0154,0.0144,0.3028,0.0002,0.5608,0.03610000000000002
22103,0.31,Low Vulnerability,0.251,0.0562,0.0048,0.0151,0.1196,0.0001,0.7856,0.01860000000000006
22105,0.89,Very High Vulnerability,0.187,0.0427,0.0026,0.0075,0.2938,0.0,0.6323,0.021100000000000008
22107,0.84,Very High Vulnerability,0.282,0.0206,0.0,0.0011,0.5536,0.0,0.4225,0.0021999999999999797
22109,0.9,Very High Vulnerability,0.18,0.0515,0.0556,0.0099,0.1894,0.0006,0.6667,0.02629999999999999
22111,0.81,Very High Vulnerability,0.194,0.0469,0.0028,0.0015,0.2475,0.0003,0.6892,0.011800000000000033
22113,0.82,Very High Vulnerability,0.122,0.0351,0.0047,0.0197,0.1446,0.0008,0.7831,0.01200000000000001
22115,0.74,High Vulnerability,0.115,0.093,0.012,0.0187,0.1435,0.0041,0.7006,0.028100000000000014
22117,1.0,Very High Vulnerability,0.176,0.0228,0.0023,0.001,0.3012,0.0,0.6554,0.017299999999999982
22119,0.88,Very High Vulnerability,0.175,0.0194,0.0037,0.0027,0.3397,0.0013,0.6195,0.013699999999999934
22121,0.76,High Vulnerability,0.165,0.0313,0.0008,0.0006,0.3971,0.0,0.5586,0.011600000000000055
22123,0.67,High Vulnerability,0.267,0.0385,0.0017,0.0,0.161,0.0006,0.7877,0.010500000000000065
22125,0.69,High Vulnerability,0.327,0.0124,0.0019,0.0061,0.4443,0.0,0.5237,0.011599999999999944
22127,0.78,High Vulnerability,0.183,0.0205,0.0053,0.0,0.3155,0.0,0.65,0.00869999999999993
23001,0.56,Moderate Vulnerability,0.183,0.0186,0.0013,0.0078,0.0216,0.0,0.9061,0.04459999999999997
23003,0.59,Moderate Vulnerability,0.261,0.0123,0.0186,0.0045,0.0094,0.0001,0.9412,0.013900000000000023
23005,0.14,Very Low Vulnerability,0.249,0.0207,0.0013,0.0214,0.0293,0.0001,0.9029,0.02429999999999999
23007,0.22,Low Vulnerability,0.181,0.013,0.0013,0.0038,0.0024,0.002,0.9562,0.021299999999999986
23009,0.19,Very Low Vulnerability,0.235,0.0145,0.0047,0.0114,0.0085,0.0014,0.9473,0.012199999999999989
23011,0.38,Low Vulnerability,0.2,0.0156,0.0051,0.0091,0.0076,0.0004,0.9458,0.01639999999999997
23013,0.15,Very Low Vulnerability,0.257,0.0151,0.0049,0.0051,0.0047,0.0001,0.9516,0.01849999999999996
23015,0.11,Very Low Vulnerability,0.258,0.0125,0.0043,0.0099,0.0037,0.0,0.959,0.010600000000000054
23017,0.37,Low Vulnerability,0.178,0.0138,0.003,0.0036,0.0036,0.0001,0.9527,0.0232
23019,0.45,Moderate Vulnerability,0.23,0.0136,0.0111,0.0097,0.0082,0.0004,0.9363,0.02069999999999994
23021,0.49,Moderate Vulnerability,0.22,0.0146,0.008,0.0078,0.0049,0.0,0.9491,0.015599999999999947
23023,0.05,Very Low Vulnerability,0.256,0.0172,0.002,0.0076,0.0078,0.0,0.9455,0.01990000000000003
23025,0.62,High Vulnerability,0.186,0.011,0.0048,0.0037,0.0058,0.0,0.957,0.01770000000000005
23027,0.22,Low Vulnerability,0.213,0.0148,0.0044,0.0046,0.005,0.0,0.9517,0.019499999999999962
23029,0.64,High Vulnerability,0.31,0.0236,0.0512,0.0046,0.0042,0.0003,0.8944,0.021700000000000053
23031,0.09,Very Low Vulnerability,0.214,0.0172,0.0044,0.0125,0.0079,0.0003,0.9424,0.01529999999999998
24001,0.62,High Vulnerability,0.19,0.0179,0.0013,0.0093,0.0797,0.0002,0.8697,0.02190000000000003
24003,0.18,Very Low Vulnerability,0.22,0.0781,0.0015,0.0374,0.1631,0.0006,0.6822,0.03709999999999991
24005,0.38,Low Vulnerability,0.224,0.0541,0.0024,0.06,0.2847,0.0004,0.5727,0.025700000000000056
24009,0.05,Very Low Vulnerability,0.219,0.0398,0.0014,0.018,0.115,0.0004,0.7816,0.04380000000000006
24011,0.55,Moderate Vulnerability,0.218,0.0731,0.0016,0.0069,0.1354,0.0,0.7555,0.02750000000000008
24013,0.04,Very Low Vulnerability,0.232,0.0353,0.0024,0.0189,0.0345,0.0001,0.8905,0.018299999999999983
24015,0.29,Low Vulnerability,0.187,0.0441,0.0009,0.0141,0.0638,0.0001,0.8512,0.025800000000000045
24017,0.17,Very Low Vulnerability,0.164,0.0578,0.0053,0.0318,0.4543,0.0001,0.4016,0.04909999999999992
24019,0.75,High Vulnerability,0.221,0.0565,0.0006,0.011,0.2579,0.0,0.6287,0.045299999999999896
24021,0.16,Very Low Vulnerability,0.222,0.0959,0.0026,0.0444,0.0937,0.0007,0.7348,0.027900000000000036
24023,0.18,Very Low Vulnerability,0.223,0.0113,0.0007,0.0043,0.0086,0.0003,0.9644,0.010399999999999965
24025,0.09,Very Low Vulnerability,0.213,0.0456,0.0016,0.0257,0.1347,0.0,0.7608,0.03159999999999996
24027,0.13,Very Low Vulnerability,0.266,0.069,0.0021,0.1804,0.185,0.0002,0.5202,0.04310000000000003
24029,0.43,Moderate Vulnerability,0.278,0.044,0.0013,0.0117,0.1418,0.0,0.7774,0.023800000000000043
24031,0.33,Low Vulnerability,0.251,0.1953,0.0014,0.1469,0.1792,0.0004,0.4382,0.03859999999999997
24033,0.63,High Vulnerability,0.152,0.1843,0.0023,0.0409,0.6171,0.0004,0.127,0.028000000000000025
24035,0.02,Very Low Vulnerability,0.223,0.0394,0.0003,0.0102,0.0663,0.0,0.8653,0.018500000000000072
24037,0.21,Low Vulnerability,0.207,0.0518,0.0008,0.0255,0.1449,0.0002,0.7409,0.03590000000000004
24039,0.9,Very High Vulnerability,0.155,0.0361,0.0034,0.0098,0.4146,0.0002,0.5154,0.020499999999999963
24041,0.13,Very Low Vulnerability,0.294,0.0676,0.0013,0.0135,0.1006,0.0,0.7783,0.03869999999999996
24043,0.61,High Vulnerability,0.196,0.0507,0.0012,0.0182,0.1038,0.0008,0.7893,0.03600000000000003
24045,0.77,High Vulnerability,0.211,0.0524,0.0024,0.0312,0.2565,0.0003,0.6298,0.02739999999999987
24047,0.28,Low Vulnerability,0.269,0.035,0.0012,0.0119,0.127,0.0008,0.8016,0.022499999999999964
24510,0.83,Very High Vulnerability,0.177,0.0528,0.0024,0.0257,0.6177,0.0003,0.2749,0.0262
25001,0.06,Very Low Vulnerability,0.024,0.031,0.0057,0.0146,0.0285,0.0004,0.8927,0.027099999999999902
25003,0.41,Moderate Vulnerability,0.223,0.0475,0.0015,0.0177,0.0262,0.0006,0.8811,0.025399999999999978
25005,0.52,Moderate Vulnerability,0.182,0.0799,0.0005,0.0226,0.0394,0.0004,0.8128,0.044399999999999995
25007,0.01,Very Low Vulnerability,0.014,0.0364,0.0067,0.0034,0.042,0.0,0.8555,0.05599999999999994
25009,0.51,Moderate Vulnerability,0.239,0.2093,0.001,0.0341,0.0322,0.0002,0.7029,0.020299999999999985
25011,0.21,Low Vulnerability,0.221,0.0402,0.0028,0.0126,0.0137,0.0015,0.907,0.022199999999999998
25013,0.82,Very High Vulnerability,0.189,0.2517,0.0015,0.023,0.0772,0.0,0.6274,0.019200000000000106
25015,0.23,Low Vulnerability,0.202,0.0562,0.0011,0.0523,0.025,0.0008,0.837,0.02760000000000007
25017,0.23,Low Vulnerability,0.213,0.0799,0.0012,0.1189,0.0499,0.0003,0.7185,0.031299999999999883
25019,0.03,Very Low Vulnerability,0.004,0.0416,0.0029,0.0064,0.0659,0.0006,0.8518,0.03079999999999994
25021,0.21,Low Vulnerability,0.234,0.0453,0.0011,0.1102,0.0672,0.0004,0.7491,0.026699999999999946
25023,0.23,Low Vulnerability,0.21,0.039,0.001,0.0138,0.096,0.0001,0.8065,0.04360000000000008
25025,0.74,High Vulnerability,0.189,0.2289,0.0018,0.0877,0.2011,0.0005,0.4487,0.031299999999999994
25027,0.41,Moderate Vulnerability,0.192,0.1149,0.0017,0.0489,0.045,0.0003,0.7638,0.025399999999999978
26001,0.26,Low Vulnerability,0.312,0.015,0.0058,0.0019,0.004,0.0007,0.9578,0.014800000000000035
26003,0.45,Moderate Vulnerability,0.365,0.0157,0.0365,0.0014,0.0767,0.0,0.836,0.03370000000000006
26005,0.18,Very Low Vulnerability,0.186,0.0735,0.0031,0.0069,0.0123,0.0,0.8843,0.01990000000000003
26007,0.34,Low Vulnerability,0.266,0.0138,0.0036,0.0062,0.0058,0.0013,0.9571,0.0122000000000001
26009,0.12,Very Low Vulnerability,0.239,0.0234,0.0069,0.0034,0.0043,0.0,0.9467,0.01529999999999998
26011,0.51,Moderate Vulnerability,0.222,0.0202,0.0127,0.0036,0.0041,0.0,0.9464,0.013000000000000012
26013,0.66,High Vulnerability,0.312,0.0159,0.0979,0.004,0.093,0.0006,0.7263,0.06230000000000002
26015,0.09,Very Low Vulnerability,0.181,0.0295,0.0037,0.006,0.0051,0.0001,0.9413,0.01429999999999998
26017,0.44,Moderate Vulnerability,0.231,0.0533,0.0027,0.0058,0.0167,0.0,0.9006,0.02090000000000003
26019,0.11,Very Low Vulnerability,0.266,0.025,0.0153,0.0043,0.0018,0.0,0.9376,0.016000000000000014
26021,0.65,High Vulnerability,0.215,0.0548,0.0039,0.0188,0.1451,0.0002,0.749,0.028200000000000003
26023,0.63,High Vulnerability,0.202,0.0476,0.004,0.0079,0.023,0.0003,0.9041,0.0131
26025,0.72,High Vulnerability,0.203,0.0524,0.0044,0.0241,0.1037,0.0001,0.7752,0.040100000000000025
26027,0.33,Low Vulnerability,0.135,0.0389,0.0104,0.0084,0.0515,0.0,0.8613,0.02950000000000008
26029,0.1,Very Low Vulnerability,0.295,0.02,0.0152,0.0049,0.0042,0.0005,0.9374,0.017800000000000038
26031,0.29,Low Vulnerability,0.213,0.0144,0.0205,0.0043,0.0079,0.0,0.9206,0.032299999999999995
26033,0.72,High Vulnerability,0.382,0.0188,0.1391,0.0099,0.0593,0.0009,0.6962,0.07579999999999998
26035,0.77,High Vulnerability,0.213,0.0201,0.0056,0.0012,0.0062,0.0,0.9481,0.018799999999999928
26037,0.04,Very Low Vulnerability,0.206,0.0453,0.0015,0.0149,0.0181,0.0,0.8989,0.021299999999999986
26039,0.37,Low Vulnerability,0.205,0.0201,0.003,0.0093,0.0074,0.0,0.9452,0.014999999999999902
26041,0.35,Low Vulnerability,0.298,0.0137,0.0196,0.0043,0.0034,0.0001,0.9287,0.030200000000000005
26043,0.23,Low Vulnerability,0.336,0.0157,0.009,0.0065,0.0062,0.0,0.9493,0.013299999999999979
26045,0.31,Low Vulnerability,0.188,0.0539,0.005,0.023,0.0658,0.0003,0.8284,0.023599999999999954
26047,0.14,Very Low Vulnerability,0.314,0.0166,0.029,0.0056,0.0073,0.0009,0.9116,0.029000000000000026
26049,0.66,High Vulnerability,0.179,0.0344,0.0032,0.0103,0.1954,0.0001,0.7244,0.032200000000000006
26051,0.54,Moderate Vulnerability,0.208,0.0169,0.004,0.0052,0.0028,0.0,0.9578,0.013299999999999979
26053,0.4,Moderate Vulnerability,0.312,0.0146,0.0254,0.0054,0.0386,0.0008,0.901,0.01419999999999999
26055,0.18,Very Low Vulnerability,0.31,0.0286,0.009,0.0058,0.0086,0.0003,0.9259,0.02180000000000004
26057,0.6,High Vulnerability,0.199,0.0611,0.0026,0.0045,0.0547,0.0007,0.8603,0.016100000000000003
26059,0.5,Moderate Vulnerability,0.18,0.0232,0.0037,0.0039,0.0068,0.0,0.9466,0.015800000000000036
26061,0.5,Moderate Vulnerability,0.208,0.0163,0.004,0.0277,0.0073,0.0005,0.9207,0.023500000000000076
26063,0.27,Low Vulnerability,0.227,0.0241,0.0021,0.0063,0.0048,0.0,0.9519,0.010800000000000032
