Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,STNAME,CTYNAME,POPESTIMATE2019,TOT_MALE,TOT_FEMALE,0 - 17 years,18 - 49 years,50 - 64 years,65 + years,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other,Latitude,Longitude
,,,Michigan,Kalamazoo County,265066.0,129606.0,135460.0,65843.0,113400.0,44914.0,40909.0,0.0494,0.002,0.0236,0.1059,0.0004,0.7739,0.5867,44.874798,-85.730977
,,,Michigan,Kalkaska County,18038.0,9220.0,8818.0,4034.0,6169.0,4107.0,3728.0,0.0201,0.009000000000000001,0.0054,0.0083,0.0,0.9413,0.7302,44.874798,-85.730977
,,,Michigan,Kent County,656955.0,324063.0,332892.0,173876.0,270838.0,119421.0,92820.0,0.1057,0.0021,0.0299,0.0923,0.0002,0.7375,0.5548000000000001,44.874798,-85.730977
,,,Michigan,Keweenaw County,2116.0,1082.0,1034.0,338.0,494.0,477.0,807.0,0.0081,0.0033,0.0019,0.009000000000000001,0.0,0.9678,0.6907,44.874798,-85.730977
,,,Michigan,Lake County,11853.0,5988.0,5865.0,2119.0,3166.0,3030.0,3538.0,0.0261,0.0089,0.0021,0.0793,0.0002,0.8498,0.6984,44.874798,-85.730977
,,,Michigan,Lapeer County,87607.0,44424.0,43183.0,19683.0,29971.0,21420.0,16533.0,0.0467,0.003,0.0056,0.0126,0.0003,0.9177,0.7818,44.874798,-85.730977
,,,Michigan,Leelanau County,21761.0,10721.0,11040.0,3848.0,5869.0,5088.0,6956.0,0.0436,0.0298,0.0062,0.0043,0.0008,0.9001,0.5323,44.874798,-85.730977
,,,Michigan,Lenawee County,98451.0,49712.0,48739.0,23231.0,35547.0,20525.0,19148.0,0.0797,0.0031,0.0031,0.0227,0.0002,0.8667,0.6942,44.874798,-85.730977
,,,Michigan,Livingston County,191995.0,96195.0,95800.0,44462.0,67200.0,45963.0,34370.0,0.0244,0.0023,0.0091,0.0058,0.0006,0.9434,0.7738,44.874798,-85.730977
,,,Michigan,Luce County,6229.0,3710.0,2519.0,1122.0,2442.0,1352.0,1313.0,0.0349,0.0584,0.005,0.0652,0.0013,0.7767,0.5822,44.874798,-85.730977
,,,Michigan,Mackinac County,10799.0,5487.0,5312.0,1892.0,3213.0,2610.0,3084.0,0.0177,0.1586,0.0069,0.0324,0.0016,0.7313,0.4308,44.874798,-85.730977
,,,Michigan,Macomb County,873972.0,425615.0,448357.0,199960.0,333940.0,187804.0,152268.0,0.0262,0.0025,0.0402,0.1163,0.0006,0.7903,0.6262,44.874798,-85.730977
,,,Michigan,Manistee County,24558.0,12662.0,11896.0,4682.0,7670.0,5748.0,6458.0,0.0316,0.0172,0.0033,0.0281,0.0007,0.8898,0.6980999999999999,44.874798,-85.730977
,,,Michigan,Marquette County,66699.0,33570.0,33129.0,14627.0,26275.0,12709.0,13088.0,0.0152,0.008,0.0094,0.0166,0.0005,0.9209,0.6593,44.874798,-85.730977
,,,Michigan,Mason County,29144.0,14439.0,14705.0,6455.0,9163.0,6457.0,7069.0,0.0457,0.0097,0.0058,0.009000000000000001,0.0,0.9146,0.6788,44.874798,-85.730977
,,,Michigan,Mecosta County,43453.0,21857.0,21596.0,10730.0,16213.0,8412.0,8098.0,0.0229,0.0063,0.008,0.0295,0.0002,0.9121,0.7761,44.874798,-85.730977
,,,Michigan,Menominee County,22780.0,11547.0,11233.0,4451.0,7033.0,5470.0,5826.0,0.0182,0.0221,0.0041,0.0032,0.0,0.9289,0.6944,44.874798,-85.730977
,,,Michigan,Midland County,83156.0,41170.0,41986.0,19765.0,30003.0,17683.0,15705.0,0.0275,0.0039,0.023,0.0133,0.0005,0.9148,0.6968,44.874798,-85.730977
,,,Michigan,Missaukee County,15118.0,7620.0,7498.0,3759.0,4866.0,3358.0,3135.0,0.0291,0.0042,0.0019,0.0059,0.0,0.9396,0.7529,44.874798,-85.730977
,,,Michigan,Monroe County,150500.0,74308.0,76192.0,34991.0,53546.0,33735.0,28228.0,0.0358,0.0024,0.0058,0.0235,0.0001,0.9129999999999999,0.7814,44.874798,-85.730977
,,,Michigan,Montcalm County,63888.0,33022.0,30866.0,15381.0,23506.0,13408.0,11593.0,0.035,0.0051,0.0035,0.0208,0.0009,0.9175,0.7797000000000001,44.874798,-85.730977
,,,Michigan,Montmorency County,9328.0,4765.0,4563.0,1525.0,2308.0,2431.0,3064.0,0.0132,0.0118,0.0015,0.0024,0.0003,0.9586,0.7308,44.874798,-85.730977
,,,Michigan,Muskegon County,173566.0,85950.0,87616.0,43573.0,64197.0,35235.0,30561.0,0.0566,0.0072,0.0055,0.135,0.0001,0.7637,0.5746,44.874798,-85.730977
,,,Michigan,Newaygo County,48980.0,24658.0,24322.0,11964.0,16297.0,11032.0,9687.0,0.057999999999999996,0.0065,0.0038,0.0112,0.0,0.9054,0.7605,44.874798,-85.730977
,,,Michigan,Oakland County,1257584.0,616754.0,640830.0,287732.0,484425.0,267751.0,217676.0,0.0412,0.0022,0.0745,0.1351,0.0002,0.72,0.5398000000000001,44.874798,-85.730977
,,,Michigan,Oceana County,26467.0,13389.0,13078.0,6496.0,8504.0,5820.0,5647.0,0.1489,0.0078,0.0022,0.0106,0.0,0.8170000000000001,0.6375000000000001,44.874798,-85.730977
,,,Michigan,Ogemaw County,20997.0,10464.0,10533.0,4256.0,6156.0,5071.0,5514.0,0.0215,0.01,0.0065,0.0033,0.0,0.9465,0.7757000000000001,44.874798,-85.730977
,,,Michigan,Ontonagon County,5720.0,2924.0,2796.0,803.0,1212.0,1551.0,2154.0,0.0151,0.0077,0.0043,0.0049,0.001,0.9491,0.611,44.874798,-85.730977
,,,Michigan,Osceola County,23460.0,11801.0,11659.0,5722.0,7556.0,5119.0,5063.0,0.0195,0.0073,0.0027,0.011000000000000001,0.0,0.9452,0.7995,44.874798,-85.730977
,,,Michigan,Oscoda County,8241.0,4210.0,4031.0,1742.0,2147.0,2077.0,2275.0,0.0164,0.0059,0.0015,0.005,0.0005,0.9551,0.7907,44.874798,-85.730977
,,,Michigan,Otsego County,24668.0,12269.0,12399.0,5661.0,8138.0,5506.0,5363.0,0.0173,0.0031,0.0057,0.0051,0.0001,0.9452,0.7217,44.874798,-85.730977
,,,Michigan,Ottawa County,291830.0,144245.0,147585.0,81207.0,113242.0,52093.0,45288.0,0.0981,0.0023,0.0263,0.0143,0.0002,0.8385,0.6478,44.874798,-85.730977
,,,Michigan,Presque Isle County,12592.0,6268.0,6324.0,2165.0,3243.0,3089.0,4095.0,0.0139,0.0047,0.0057,0.0058,0.0,0.9554,0.6669,44.874798,-85.730977
,,,Michigan,Roscommon County,24019.0,12036.0,11983.0,3877.0,6005.0,6147.0,7990.0,0.0188,0.0073,0.0029,0.0016,0.0,0.9489,0.7374,44.874798,-85.730977
,,,Michigan,Saginaw County,190539.0,92577.0,97962.0,46261.0,68088.0,38776.0,37414.0,0.0845,0.002,0.0119,0.1825,0.0001,0.6936,0.49,44.874798,-85.730977
,,,Michigan,St. Clair County,159128.0,79111.0,80017.0,36021.0,55044.0,37184.0,30879.0,0.0337,0.0015,0.0063,0.0218,0.0004,0.9109999999999999,0.7863,44.874798,-85.730977
,,,Michigan,St. Joseph County,60964.0,30507.0,30457.0,16108.0,21285.0,12314.0,11257.0,0.0793,0.0007,0.005,0.0221,0.0006,0.865,0.7133,44.874798,-85.730977
,,,Michigan,Sanilac County,41170.0,20544.0,20626.0,9662.0,13164.0,9248.0,9096.0,0.0369,0.0029,0.0026,0.0054,0.0,0.9398,0.7622,44.874798,-85.730977
,,,Michigan,Schoolcraft County,8094.0,3980.0,4114.0,1528.0,2272.0,2065.0,2229.0,0.0111,0.0702,0.0037,0.0045,0.0,0.8567,0.6585000000000001,44.874798,-85.730977
,,,Michigan,Shiawassee County,68122.0,33783.0,34339.0,15872.0,24025.0,15254.0,12971.0,0.0294,0.0025,0.0029,0.0068,0.0001,0.9411,0.7983,44.874798,-85.730977
,,,Michigan,Tuscola County,52245.0,26284.0,25961.0,11607.0,17720.0,12038.0,10880.0,0.0342,0.0027,0.0032,0.0094,0.0,0.9334,0.7815,44.874798,-85.730977
,,,Michigan,Van Buren County,75677.0,37574.0,38103.0,19189.0,26069.0,16294.0,14125.0,0.1152,0.0038,0.0068,0.0318,0.0002,0.812,0.6592,44.874798,-85.730977
,,,Michigan,Washtenaw County,367601.0,182191.0,185410.0,87609.0,163526.0,63097.0,53369.0,0.0472,0.0024,0.0909,0.1178,0.0003,0.7013,0.5024,44.874798,-85.730977
,,,Michigan,Wayne County,1749343.0,842466.0,906877.0,452883.0,677271.0,342659.0,276530.0,0.0594,0.0027,0.0334,0.3854,0.0002,0.4952,0.3459,44.874798,-85.730977
,,,Michigan,Wexford County,33631.0,16874.0,16757.0,8394.0,11464.0,7192.0,6581.0,0.0196,0.0045,0.0048,0.0052,0.0008,0.9452,0.7751,44.874798,-85.730977
,,,Minnesota,Aitkin County,15886.0,8030.0,7856.0,2835.0,3879.0,3799.0,5373.0,0.013999999999999999,0.0201,0.0034,0.0045,0.0009,0.9393,0.6551,46.349153,-94.198308
,,,Minnesota,Anoka County,356921.0,178572.0,178349.0,92371.0,138162.0,74607.0,51781.0,0.0457,0.0059,0.0445,0.0614,0.0003,0.8127,0.6741999999999999,46.349153,-94.198308
,,,Minnesota,Becker County,34423.0,17168.0,17255.0,9022.0,10987.0,7140.0,7274.0,0.0211,0.0722,0.0064,0.0049,0.0003,0.8624,0.5540999999999999,46.349153,-94.198308
,,,Minnesota,Beltrami County,47188.0,23563.0,23625.0,13582.0,17745.0,8088.0,7773.0,0.0244,0.1965,0.0075,0.0102,0.0007,0.7189,0.4547000000000001,46.349153,-94.198308
,,,Minnesota,Benton County,40889.0,20435.0,20454.0,11260.0,16371.0,7400.0,5858.0,0.0244,0.0012,0.0102,0.0399,0.0,0.899,0.7623,46.349153,-94.198308
,,,Minnesota,Big Stone County,4991.0,2494.0,2497.0,1159.0,1399.0,1094.0,1339.0,0.0182,0.0028,0.0,0.0006,0.0,0.9606,0.5724,46.349153,-94.198308
,,,Minnesota,Blue Earth County,67653.0,34014.0,33639.0,17129.0,30473.0,10424.0,9627.0,0.0365,0.0026,0.0216,0.0386,0.0002,0.879,0.6725,46.349153,-94.198308
,,,Minnesota,Brown County,25008.0,12474.0,12534.0,6202.0,8322.0,5149.0,5335.0,0.044000000000000004,0.0023,0.0066,0.0068,0.0,0.9339,0.6483000000000001,46.349153,-94.198308
,,,Minnesota,Carlton County,35871.0,18739.0,17132.0,8757.0,13189.0,7662.0,6263.0,0.0178,0.0496,0.0057,0.0187,0.0,0.8812,0.6012000000000001,46.349153,-94.198308
,,,Minnesota,Carver County,105089.0,52197.0,52892.0,30368.0,39452.0,22019.0,13250.0,0.0419,0.0021,0.0276,0.0175,0.0001,0.8883,0.7048000000000001,46.349153,-94.198308
,,,Minnesota,Cass County,29779.0,15223.0,14556.0,6727.0,8346.0,6819.0,7887.0,0.0225,0.1148,0.0062,0.0042,0.0001,0.8290000000000001,0.5902000000000001,46.349153,-94.198308
,,,Minnesota,Chippewa County,11800.0,5916.0,5884.0,3073.0,3859.0,2301.0,2567.0,0.073,0.0172,0.0088,0.0083,0.0115,0.8712,0.5922000000000001,46.349153,-94.198308
,,,Minnesota,Chisago County,56579.0,29136.0,27443.0,14036.0,20924.0,12678.0,8941.0,0.0218,0.0049,0.0113,0.0131,0.0003,0.9339,0.7496,46.349153,-94.198308
,,,Minnesota,Clay County,64222.0,31849.0,32373.0,18716.0,26928.0,9990.0,8588.0,0.0453,0.0161,0.0127,0.0363,0.0012,0.8717,0.7044,46.349153,-94.198308
,,,Minnesota,Clearwater County,8818.0,4484.0,4334.0,2370.0,2798.0,1846.0,1804.0,0.0217,0.0796,0.0048,0.0018,0.0002,0.8467,0.6358999999999999,46.349153,-94.198308
,,,Minnesota,Cook County,5463.0,2728.0,2735.0,894.0,1641.0,1327.0,1601.0,0.0231,0.0869,0.0093,0.0007,0.0,0.8551,0.408,46.349153,-94.198308
,,,Minnesota,Cottonwood County,11196.0,5611.0,5585.0,2985.0,3422.0,2199.0,2590.0,0.077,0.0008,0.038,0.0088,0.0016,0.8604,0.5698000000000001,46.349153,-94.198308
,,,Minnesota,Crow Wing County,65055.0,32328.0,32727.0,15114.0,21053.0,13942.0,14946.0,0.0149,0.0083,0.0042,0.008,0.0,0.9490000000000001,0.6916,46.349153,-94.198308
,,,Minnesota,Dakota County,429021.0,211756.0,217265.0,113392.0,165705.0,86913.0,63011.0,0.0714,0.0026,0.048,0.0609,0.0004,0.7837,0.6077,46.349153,-94.198308
,,,Minnesota,Dodge County,20934.0,10462.0,10472.0,5845.0,7827.0,4088.0,3174.0,0.0497,0.0036,0.0092,0.0033,0.0,0.9216,0.6581999999999999,46.349153,-94.198308
,,,Minnesota,Douglas County,38141.0,19072.0,19069.0,8903.0,12490.0,7822.0,8926.0,0.0165,0.0027,0.0031,0.0038,0.0,0.9592,0.6569,46.349153,-94.198308
,,,Minnesota,Faribault County,13653.0,6865.0,6788.0,3266.0,4261.0,2952.0,3174.0,0.0691,0.003,0.0037,0.0025,0.0,0.9079,0.6637,46.349153,-94.198308
,,,Minnesota,Fillmore County,21067.0,10585.0,10482.0,5607.0,6707.0,4284.0,4469.0,0.0164,0.0003,0.005,0.0051,0.0,0.9628,0.6392,46.349153,-94.198308
,,,Minnesota,Freeborn County,30281.0,15110.0,15171.0,7234.0,9831.0,6389.0,6827.0,0.0974,0.0019,0.0247,0.0099,0.0,0.8505,0.6360999999999999,46.349153,-94.198308
,,,Minnesota,Goodhue County,46340.0,22993.0,23347.0,11151.0,15711.0,10141.0,9337.0,0.0335,0.0081,0.0083,0.0131,0.0,0.9204,0.6809999999999999,46.349153,-94.198308
,,,Minnesota,Grant County,5972.0,3013.0,2959.0,1441.0,1880.0,1218.0,1433.0,0.0231,0.0029,0.0003,0.0029,0.0,0.9513,0.6427999999999999,46.349153,-94.198308
,,,Minnesota,Hennepin County,1265843.0,626750.0,639093.0,305440.0,541732.0,235018.0,183653.0,0.0692,0.0057,0.0709,0.1303,0.0003,0.6883,0.5076,46.349153,-94.198308
,,,Minnesota,Houston County,18600.0,9339.0,9261.0,4435.0,5894.0,4171.0,4100.0,0.0113,0.0024,0.0039,0.013000000000000001,0.0002,0.9599,0.7512,46.349153,-94.198308
,,,Minnesota,Hubbard County,21491.0,10903.0,10588.0,4955.0,6246.0,4867.0,5423.0,0.0213,0.0213,0.0065,0.0056,0.0,0.9282,0.7093,46.349153,-94.198308
,,,Minnesota,Isanti County,40596.0,20483.0,20113.0,10341.0,14886.0,8639.0,6730.0,0.0203,0.0022,0.0146,0.0045,0.0002,0.9373,0.8231999999999999,46.349153,-94.198308
,,,Minnesota,Itasca County,45130.0,22817.0,22313.0,10269.0,13982.0,10001.0,10878.0,0.0149,0.0359,0.0043,0.0049,0.0001,0.9175,0.6678999999999999,46.349153,-94.198308
,,,Minnesota,Jackson County,9846.0,5056.0,4790.0,2305.0,3181.0,2085.0,2275.0,0.0364,0.0003,0.0209,0.0039,0.0,0.9238,0.6835,46.349153,-94.198308
,,,Minnesota,Kanabec County,16337.0,8219.0,8118.0,3844.0,5371.0,3702.0,3420.0,0.0159,0.0048,0.0053,0.0022,0.0,0.9482,0.7918000000000001,46.349153,-94.198308
,,,Minnesota,Kandiyohi County,43199.0,21766.0,21433.0,11597.0,14907.0,8451.0,8244.0,0.1211,0.0021,0.0098,0.0533,0.0,0.8,0.5787,46.349153,-94.198308
,,,Minnesota,Kittson County,4298.0,2139.0,2159.0,1040.0,1244.0,945.0,1069.0,0.0093,0.0051,0.0067,0.0148,0.0,0.9534,0.6531,46.349153,-94.198308
,,,Minnesota,Koochiching County,12229.0,6115.0,6114.0,2451.0,3571.0,2943.0,3264.0,0.0134,0.0311,0.0032,0.0058,0.0,0.9321,0.6775,46.349153,-94.198308
,,,Minnesota,Lac qui Parle County,6623.0,3329.0,3294.0,1495.0,1826.0,1455.0,1847.0,0.0226,0.0016,0.0085,0.0079,0.0,0.9495,0.5804,46.349153,-94.198308
,,,Minnesota,Lake County,10641.0,5462.0,5179.0,2199.0,3149.0,2438.0,2855.0,0.0143,0.0087,0.0013,0.0064,0.0018,0.9549,0.6835,46.349153,-94.198308
,,,Minnesota,Lake of the Woods County,3740.0,1964.0,1776.0,751.0,1088.0,952.0,949.0,0.0008,0.013000000000000001,0.0008,0.0005,0.0,0.9297,0.6859,46.349153,-94.198308
,,,Minnesota,Le Sueur County,28887.0,14596.0,14291.0,7530.0,10037.0,6207.0,5113.0,0.0621,0.0018,0.0041,0.0084,0.0001,0.9106,0.7224999999999999,46.349153,-94.198308
,,,Minnesota,Lincoln County,5639.0,2845.0,2794.0,1423.0,1690.0,1111.0,1415.0,0.0208,0.0028,0.0016,0.0044,0.0,0.9605,0.6784,46.349153,-94.198308
,,,Minnesota,Lyon County,25474.0,12720.0,12754.0,7396.0,9296.0,4590.0,4192.0,0.0687,0.0019,0.0434,0.0335,0.0001,0.8378,0.5734,46.349153,-94.198308
,,,Minnesota,McLeod County,35893.0,17942.0,17951.0,8911.0,12747.0,7363.0,6872.0,0.062,0.0022,0.0059,0.0058,0.0,0.9091,0.7011,46.349153,-94.198308
,,,Minnesota,Mahnomen County,5527.0,2797.0,2730.0,1909.0,1681.0,983.0,954.0,0.0434,0.3836,0.0035,0.0053,0.002,0.4536,0.03820000000000001,46.349153,-94.198308
,,,Minnesota,Marshall County,9336.0,4696.0,4640.0,2313.0,2999.0,1942.0,2082.0,0.0452,0.003,0.0035,0.0035,0.0009,0.9321,0.7199,46.349153,-94.198308
,,,Minnesota,Martin County,19683.0,9749.0,9934.0,4708.0,6109.0,4119.0,4747.0,0.0447,0.0014,0.0051,0.0046,0.0008,0.9292,0.6663999999999999,46.349153,-94.198308
,,,Minnesota,Meeker County,23222.0,11801.0,11421.0,6081.0,7542.0,4834.0,4765.0,0.04,0.0011,0.0031,0.0042,0.0003,0.9392,0.7253000000000001,46.349153,-94.198308
,,,Minnesota,Mille Lacs County,26277.0,13230.0,13047.0,6768.0,9084.0,5536.0,4889.0,0.0247,0.0479,0.0052,0.0046,0.0003,0.8883,0.6833,46.349153,-94.198308
,,,Minnesota,Morrison County,33386.0,16812.0,16574.0,8425.0,11097.0,7180.0,6684.0,0.0175,0.0019,0.0044,0.0056,0.0,0.9568,0.7305999999999999,46.349153,-94.198308
,,,Minnesota,Mower County,40062.0,20138.0,19924.0,10961.0,14221.0,7461.0,7419.0,0.1158,0.0012,0.0369,0.0393,0.0062,0.7857,0.5616000000000001,46.349153,-94.198308
,,,Minnesota,Murray County,8194.0,4104.0,4090.0,1938.0,2406.0,1717.0,2133.0,0.0404,0.002,0.0155,0.0037,0.0,0.9304,0.6374,46.349153,-94.198308
,,,Minnesota,Nicollet County,34274.0,17271.0,17003.0,8974.0,13472.0,6105.0,5723.0,0.0456,0.0004,0.0171,0.0276,0.0,0.8865,0.6563,46.349153,-94.198308
,,,Minnesota,Nobles County,21629.0,11144.0,10485.0,6472.0,7596.0,3935.0,3626.0,0.2782,0.0039,0.0667,0.0398,0.0,0.5946,0.2504,46.349153,-94.198308
,,,Minnesota,Norman County,6375.0,3189.0,3186.0,1690.0,2011.0,1304.0,1370.0,0.0509,0.0218,0.004,0.009000000000000001,0.0,0.8945,0.5433,46.349153,-94.198308
,,,Minnesota,Olmsted County,158293.0,77275.0,81018.0,41924.0,61952.0,29181.0,25236.0,0.0493,0.0024,0.0579,0.0599,0.0008,0.8007,0.4547,46.349153,-94.198308
,,,Minnesota,Otter Tail County,58746.0,29563.0,29183.0,13925.0,17561.0,12892.0,14368.0,0.0347,0.0048,0.006,0.0138,0.0,0.9257,0.6827,46.349153,-94.198308
,,,Minnesota,Pennington County,14119.0,7015.0,7104.0,3485.0,5247.0,2727.0,2660.0,0.0379,0.0164,0.0116,0.0101,0.0,0.9066,0.706,46.349153,-94.198308
,,,Minnesota,Pine County,29579.0,15853.0,13726.0,6256.0,10037.0,6928.0,6358.0,0.0292,0.0243,0.0056,0.0208,0.0002,0.8916,0.7349000000000001,46.349153,-94.198308
,,,Minnesota,Pipestone County,9126.0,4468.0,4658.0,2579.0,2852.0,1801.0,1894.0,0.0692,0.016,0.0016,0.0047,0.0,0.88,0.6025,46.349153,-94.198308
,,,Minnesota,Polk County,31364.0,15790.0,15574.0,8524.0,10837.0,6229.0,5774.0,0.0649,0.0158,0.0099,0.0211,0.0003,0.8691,0.6539999999999999,46.349153,-94.198308
,,,Minnesota,Pope County,11249.0,5735.0,5514.0,2548.0,3530.0,2388.0,2783.0,0.0157,0.0029,0.0057,0.0042,0.0,0.9595,0.6625000000000001,46.349153,-94.198308
,,,Minnesota,Ramsey County,550321.0,268768.0,281553.0,143160.0,228930.0,96404.0,81827.0,0.0748,0.0048,0.1437,0.1185,0.0003,0.6191,0.4479,46.349153,-94.198308
,,,Minnesota,Red Lake County,4055.0,2079.0,1976.0,1064.0,1265.0,852.0,874.0,0.0386,0.0157,0.0,0.0045,0.0,0.9205,0.6692,46.349153,-94.198308
,,,Minnesota,Redwood County,15170.0,7573.0,7597.0,4081.0,4802.0,3014.0,3273.0,0.035,0.0447,0.0268,0.0078,0.0,0.8701,0.6107,46.349153,-94.198308
,,,Minnesota,Renville County,14548.0,7420.0,7128.0,3692.0,4624.0,3167.0,3065.0,0.0855,0.0142,0.0068,0.0035,0.0,0.8787,0.612,46.349153,-94.198308
,,,Minnesota,Rice County,66972.0,34235.0,32737.0,17755.0,26000.0,12634.0,10583.0,0.0813,0.0035,0.0211,0.0568,0.0005,0.8224,0.6037999999999999,46.349153,-94.198308
,,,Minnesota,Rock County,9315.0,4610.0,4705.0,2558.0,3059.0,1787.0,1911.0,0.0318,0.0031,0.0106,0.0093,0.0,0.9352,0.6812,46.349153,-94.198308
,,,Minnesota,Roseau County,15165.0,7813.0,7352.0,4021.0,4970.0,3424.0,2750.0,0.0132,0.0175,0.0265,0.0089,0.0006,0.9193,0.7313,46.349153,-94.198308
,,,Minnesota,St. Louis County,199070.0,99714.0,99356.0,44637.0,74105.0,40412.0,39916.0,0.017,0.0178,0.0103,0.0156,0.0004,0.9112,0.6598999999999999,46.349153,-94.198308
,,,Minnesota,Scott County,149013.0,74199.0,74814.0,43955.0,58679.0,29475.0,16904.0,0.0514,0.0049,0.0609,0.0425,0.0,0.8115,0.6483000000000001,46.349153,-94.198308
,,,Minnesota,Sherburne County,97238.0,49861.0,47377.0,27845.0,39107.0,18887.0,11399.0,0.0259,0.0053,0.0128,0.0246,0.0,0.9117,0.7864,46.349153,-94.198308
,,,Minnesota,Sibley County,14865.0,7512.0,7353.0,3748.0,5058.0,3249.0,2810.0,0.0896,0.0023,0.0072,0.0105,0.0,0.8837,0.7014,46.349153,-94.198308
,,,Minnesota,Stearns County,161075.0,81127.0,79948.0,43947.0,63189.0,29017.0,24922.0,0.0337,0.002,0.0208,0.0642,0.0,0.8602,0.6513,46.349153,-94.198308
,,,Minnesota,Steele County,36649.0,18252.0,18397.0,9793.0,12863.0,7287.0,6706.0,0.078,0.0033,0.0118,0.0314,0.0002,0.8656,0.6683000000000001,46.349153,-94.198308
,,,Minnesota,Stevens County,9805.0,4899.0,4906.0,2789.0,3839.0,1475.0,1702.0,0.0645,0.0159,0.0237,0.0135,0.0,0.8725,0.6314,46.349153,-94.198308
,,,Minnesota,Swift County,9266.0,4660.0,4606.0,2319.0,2947.0,1921.0,2079.0,0.0499,0.0001,0.0029,0.0207,0.0061,0.9118,0.6133,46.349153,-94.198308
,,,Minnesota,Todd County,24664.0,12755.0,11909.0,6391.0,7523.0,5299.0,5451.0,0.0603,0.0033,0.0064,0.0069,0.0002,0.9114,0.7149,46.349153,-94.198308
,,,Minnesota,Traverse County,3259.0,1653.0,1606.0,743.0,990.0,698.0,828.0,0.0311,0.0495,0.0018,0.0051,0.0,0.887,0.5395,46.349153,-94.198308
,,,Minnesota,Wabasha County,21627.0,10850.0,10777.0,5071.0,6821.0,4856.0,4879.0,0.0293,0.0021,0.0047,0.0055,0.0,0.9466,0.6384000000000001,46.349153,-94.198308
,,,Minnesota,Wadena County,13682.0,6785.0,6897.0,3802.0,4311.0,2648.0,2921.0,0.0196,0.0073,0.0042,0.006,0.0,0.9416,0.7029000000000001,46.349153,-94.198308
,,,Minnesota,Waseca County,18612.0,9003.0,9609.0,4750.0,6787.0,3615.0,3460.0,0.06,0.006999999999999999,0.006,0.0237,0.0,0.8922,0.6813,46.349153,-94.198308
,,,Minnesota,Washington County,262440.0,129680.0,132760.0,69580.0,96980.0,55013.0,40867.0,0.0419,0.0031,0.0575,0.0453,0.0004,0.8269,0.6317999999999999,46.349153,-94.198308
,,,Minnesota,Watonwan County,10897.0,5387.0,5510.0,2923.0,3579.0,2161.0,2234.0,0.2549,0.0003,0.0118,0.0081,0.0,0.7178,0.4899,46.349153,-94.198308
,,,Minnesota,Wilkin County,6207.0,3230.0,2977.0,1546.0,2025.0,1416.0,1220.0,0.0035,0.0021,0.0002,0.004,0.0,0.9817,0.7972,46.349153,-94.198308
,,,Minnesota,Winona County,50484.0,24989.0,25495.0,11859.0,20532.0,9197.0,8896.0,0.0296,0.0031,0.0262,0.0128,0.0,0.9113,0.6983,46.349153,-94.198308
,,,Minnesota,Wright County,138377.0,69973.0,68404.0,41541.0,52393.0,26470.0,17973.0,0.0294,0.0025,0.0111,0.0141,0.0001,0.9235,0.7688,46.349153,-94.198308
,,,Minnesota,Yellow Medicine County,9709.0,4892.0,4817.0,2475.0,3144.0,2070.0,2020.0,0.047,0.0254,0.0061,0.0069,0.0,0.8947,0.5636000000000001,46.349153,-94.198308
,,,Mississippi,Adams County,30693.0,15946.0,14747.0,6691.0,11521.0,6476.0,6005.0,0.0585,0.003,0.006,0.5617,0.0,0.3621,0.17280000000000004,32.713378000000006,-89.65344
,,,Mississippi,Alcorn County,36953.0,18003.0,18950.0,9130.0,13638.0,7220.0,6965.0,0.0318,0.0,0.003,0.1193,0.0,0.8287,0.6909000000000001,32.713378000000006,-89.65344
,,,Mississippi,Amite County,12297.0,5934.0,6363.0,2731.0,3755.0,2844.0,2967.0,0.0,0.0002,0.0019,0.4191,0.0,0.5736,0.4368000000000001,32.713378000000006,-89.65344
,,,Mississippi,Attala County,18174.0,8590.0,9584.0,4964.0,6183.0,3490.0,3537.0,0.0204,0.0014,0.002,0.4222,0.0,0.536,0.35,32.713378000000006,-89.65344
,,,Mississippi,Benton County,8259.0,4079.0,4180.0,1941.0,2916.0,1836.0,1566.0,0.026000000000000002,0.0,0.0,0.3406,0.0018,0.6046,0.5015999999999999,32.713378000000006,-89.65344
,,,Mississippi,Bolivar County,30628.0,14261.0,16367.0,8406.0,11602.0,5623.0,4997.0,0.0216,0.0013,0.009000000000000001,0.64,0.0,0.3247,0.10709999999999996,32.713378000000006,-89.65344
,,,Mississippi,Calhoun County,14361.0,6902.0,7459.0,3628.0,4988.0,2948.0,2797.0,0.0602,0.0,0.0023,0.2737,0.0,0.6449,0.5238,32.713378000000006,-89.65344
,,,Mississippi,Carroll County,9947.0,5005.0,4942.0,2023.0,3344.0,2168.0,2412.0,0.0024,0.0005,0.0,0.3469,0.0,0.6436,0.5112,32.713378000000006,-89.65344
,,,Mississippi,Chickasaw County,17103.0,8446.0,8657.0,4683.0,6170.0,3249.0,3001.0,0.0489,0.0006,0.0019,0.44299999999999995,0.0,0.4958,0.3386,32.713378000000006,-89.65344
