Social Vulnerability Index (SVI),SVI Category,Percent adults fully vaccinated against COVID-19,STNAME,CTYNAME,POPESTIMATE2019,TOT_MALE,TOT_FEMALE,0 - 17 years,18 - 49 years,50 - 64 years,65 + years,Percent Hispanic,Percent non-Hispanic American Indian/Alaska Native,Percent non-Hispanic Asian,Percent non-Hispanic Black,Percent non-Hispanic Native Hawaiian/Pacific Islander,Percent non-Hispanic White,Percent non-Hispanic Other,Latitude,Longitude
,,,Texas,El Paso County,839238.0,414807.0,424431.0,249839.0,351375.0,132849.0,105175.0,0.8256,0.0028,0.0114,0.0296,0.0012,0.1197,0.12940000000000007,31.447238,-99.317341
,,,Texas,Erath County,42698.0,20923.0,21775.0,11948.0,17599.0,6895.0,6256.0,0.2108,0.0007,0.0088,0.0185,0.002,0.7456,0.7592,31.447238,-99.317341
,,,Texas,Falls County,17297.0,8196.0,9101.0,3974.0,6728.0,3369.0,3226.0,0.2316,0.0039,0.0047,0.2411,0.0,0.5124,0.5186999999999999,31.447238,-99.317341
,,,Texas,Fannin County,35514.0,18876.0,16638.0,8277.0,13432.0,7217.0,6588.0,0.1129,0.0067,0.0064,0.0563,0.0004,0.7879,0.8172999999999999,31.447238,-99.317341
,,,Texas,Fayette County,25346.0,12486.0,12860.0,5548.0,7693.0,5426.0,6679.0,0.2099,0.0004,0.0047,0.0654,0.0,0.7123,0.7196,31.447238,-99.317341
,,,Texas,Fisher County,3830.0,1916.0,1914.0,897.0,1206.0,766.0,961.0,0.327,0.0013,0.0031,0.0265,0.0,0.6177,0.6420999999999999,31.447238,-99.317341
,,,Texas,Floyd County,5712.0,2871.0,2841.0,1660.0,1980.0,1002.0,1070.0,0.5868,0.0005,0.0017,0.0288,0.0,0.3681,0.3822,31.447238,-99.317341
,,,Texas,Foard County,1155.0,547.0,608.0,252.0,323.0,265.0,315.0,0.2227,0.0047,0.0,0.0227,0.0,0.7208,0.7499,31.447238,-99.317341
,,,Texas,Fort Bend County,811688.0,398284.0,413404.0,242562.0,328078.0,147197.0,93851.0,0.245,0.0022,0.2002,0.2012,0.0005,0.3309,0.3509,31.447238,-99.317341
,,,Texas,Franklin County,10725.0,5337.0,5388.0,2721.0,3420.0,2217.0,2367.0,0.1446,0.0029,0.0005,0.0437,0.0,0.7867,0.8083,31.447238,-99.317341
,,,Texas,Freestone County,19717.0,10246.0,9471.0,4942.0,7005.0,3774.0,3996.0,0.155,0.0041,0.0045,0.1508,0.0,0.6659999999999999,0.6856,31.447238,-99.317341
,,,Texas,Frio County,20306.0,12016.0,8290.0,5405.0,9588.0,2814.0,2499.0,0.7928,0.0005,0.0081,0.0318,0.0,0.1627,0.16680000000000006,31.447238,-99.317341
,,,Texas,Gaines County,21492.0,10877.0,10615.0,8393.0,8049.0,3143.0,1907.0,0.4149,0.0028,0.0049,0.0217,0.0004,0.5551,0.5552999999999999,31.447238,-99.317341
,,,Texas,Galveston County,342139.0,167942.0,174197.0,91147.0,132746.0,67259.0,50987.0,0.2463,0.0024,0.0326,0.1235,0.0003,0.5736,0.5949,31.447238,-99.317341
,,,Texas,Garza County,6229.0,4050.0,2179.0,1253.0,3189.0,1068.0,719.0,0.5222,0.0013,0.0196,0.0563,0.0,0.3965,0.4006000000000001,31.447238,-99.317341
,,,Texas,Gillespie County,26988.0,13151.0,13837.0,5868.0,7531.0,5479.0,8110.0,0.2318,0.0032,0.0012,0.0008,0.0,0.747,0.763,31.447238,-99.317341
,,,Texas,Glasscock County,1409.0,777.0,632.0,386.0,573.0,240.0,210.0,0.4377,0.0,0.0,0.0,0.0,0.5623,0.5623,31.447238,-99.317341
,,,Texas,Goliad County,7658.0,3766.0,3892.0,1753.0,2435.0,1638.0,1832.0,0.3585,0.0,0.0073,0.0492,0.0,0.5827,0.585,31.447238,-99.317341
,,,Texas,Gonzales County,20837.0,10554.0,10283.0,6122.0,7260.0,3883.0,3572.0,0.5074,0.0014,0.0037,0.0647,0.0002,0.4165,0.4226000000000001,31.447238,-99.317341
,,,Texas,Gray County,21886.0,11773.0,10113.0,6021.0,8430.0,3904.0,3531.0,0.29,0.0066,0.0067,0.0431,0.002,0.6332,0.6516000000000001,31.447238,-99.317341
,,,Texas,Grayson County,136212.0,66608.0,69604.0,35792.0,49013.0,27225.0,24182.0,0.1342,0.0103,0.0157,0.0524,0.0001,0.7541,0.7873,31.447238,-99.317341
,,,Texas,Gregg County,123945.0,60264.0,63681.0,35155.0,47331.0,22008.0,19451.0,0.1871,0.0017,0.0128,0.1979,0.0011,0.5751,0.5994,31.447238,-99.317341
,,,Texas,Grimes County,28880.0,15713.0,13167.0,7069.0,10749.0,5928.0,5134.0,0.2416,0.0025,0.002,0.1488,0.0,0.585,0.6051,31.447238,-99.317341
,,,Texas,Guadalupe County,166847.0,82545.0,84302.0,45879.0,67027.0,30327.0,23614.0,0.3792,0.0018,0.0163,0.0758,0.001,0.5036,0.5259,31.447238,-99.317341
,,,Texas,Hale County,33406.0,17410.0,15996.0,10046.0,13297.0,5459.0,4604.0,0.5945,0.001,0.0029,0.0454,0.0002,0.3383,0.35600000000000004,31.447238,-99.317341
,,,Texas,Hall County,2964.0,1450.0,1514.0,728.0,913.0,612.0,711.0,0.3478,0.0052,0.0026,0.0617,0.0,0.5561,0.5827,31.447238,-99.317341
,,,Texas,Hamilton County,8461.0,4231.0,4230.0,2004.0,2647.0,1664.0,2146.0,0.1275,0.0144,0.0,0.0079,0.0,0.8405,0.8502000000000001,31.447238,-99.317341
,,,Texas,Hansford County,5399.0,2723.0,2676.0,1794.0,1857.0,936.0,812.0,0.4801,0.0014,0.0007,0.0009,0.0,0.5161,0.5168999999999999,31.447238,-99.317341
,,,Texas,Hardeman County,3933.0,1986.0,1947.0,920.0,1356.0,745.0,912.0,0.1899,0.0114,0.0,0.0588,0.0,0.7169,0.7399,31.447238,-99.317341
,,,Texas,Hardin County,57602.0,28325.0,29277.0,15290.0,21199.0,11351.0,9762.0,0.0569,0.0026,0.0062,0.0555,0.0,0.8649,0.8788,31.447238,-99.317341
,,,Texas,Harris County,4713325.0,2339443.0,2373882.0,1367692.0,2048745.0,782721.0,514167.0,0.4294,0.0017,0.0692,0.1857,0.0005,0.2959,0.3135000000000001,31.447238,-99.317341
,,,Texas,Harrison County,66553.0,32613.0,33940.0,18280.0,23973.0,12693.0,11607.0,0.1311,0.0025,0.0079,0.2067,0.0002,0.6359,0.6516000000000001,31.447238,-99.317341
,,,Texas,Hartley County,5576.0,3355.0,2221.0,1254.0,2469.0,992.0,861.0,0.2672,0.0035,0.0145,0.0741,0.0,0.5998,0.6407,31.447238,-99.317341
,,,Texas,Haskell County,5658.0,2999.0,2659.0,1081.0,2152.0,1159.0,1266.0,0.2857,0.0047,0.0028,0.0379,0.0,0.6465,0.6689,31.447238,-99.317341
,,,Texas,Hays County,230191.0,114298.0,115893.0,62287.0,105744.0,35973.0,26187.0,0.3893,0.0024,0.015,0.0385,0.0,0.5377,0.5548,31.447238,-99.317341
,,,Texas,Hemphill County,3819.0,1905.0,1914.0,1271.0,1325.0,617.0,606.0,0.3483,0.0,0.0003,0.0098,0.0,0.6307,0.6416,31.447238,-99.317341
,,,Texas,Henderson County,82737.0,40514.0,42223.0,19535.0,27174.0,17494.0,18534.0,0.1276,0.0077,0.0065,0.0635,0.0003,0.7818,0.7944,31.447238,-99.317341
,,,Texas,Hidalgo County,868707.0,426020.0,442687.0,308514.0,344388.0,117477.0,98328.0,0.9218,0.0006,0.0094,0.0042,0.0001,0.0614,0.06390000000000008,31.447238,-99.317341
,,,Texas,Hill County,36649.0,18208.0,18441.0,9422.0,12211.0,7332.0,7684.0,0.2061,0.003,0.004,0.0627,0.0017,0.706,0.7224999999999999,31.447238,-99.317341
,,,Texas,Hockley County,23021.0,11476.0,11545.0,6879.0,8718.0,3971.0,3453.0,0.4779,0.0051,0.0035,0.032,0.0009,0.4693,0.4806,31.447238,-99.317341
,,,Texas,Hood County,61643.0,30043.0,31600.0,14110.0,19111.0,13006.0,15416.0,0.124,0.0089,0.006999999999999999,0.0076,0.0006,0.8422,0.8519,31.447238,-99.317341
,,,Texas,Hopkins County,37084.0,18259.0,18825.0,9839.0,13177.0,7181.0,6887.0,0.1687,0.0027,0.0067,0.07,0.0012,0.7328,0.7506999999999999,31.447238,-99.317341
,,,Texas,Houston County,22968.0,12294.0,10674.0,4938.0,8188.0,4666.0,5176.0,0.1108,0.0023,0.0038,0.2491,0.0,0.6183,0.634,31.447238,-99.317341
,,,Texas,Howard County,36664.0,20951.0,15713.0,9060.0,15869.0,6922.0,4813.0,0.4251,0.0071,0.0069,0.0519,0.0003,0.4865,0.5086999999999999,31.447238,-99.317341
,,,Texas,Hudspeth County,4886.0,2594.0,2292.0,1114.0,2280.0,717.0,775.0,0.778,0.0,0.0077,0.0163,0.0,0.1735,0.19799999999999995,31.447238,-99.317341
,,,Texas,Hunt County,98594.0,48534.0,50060.0,26515.0,36861.0,19408.0,15810.0,0.1635,0.0101,0.0124,0.0781,0.0005,0.7162,0.7354,31.447238,-99.317341
,,,Texas,Hutchinson County,20938.0,10583.0,10355.0,5859.0,7660.0,3838.0,3581.0,0.2326,0.0155,0.0036,0.0144,0.006999999999999999,0.7036,0.7269,31.447238,-99.317341
,,,Texas,Irion County,1536.0,781.0,755.0,376.0,515.0,317.0,328.0,0.2556,0.0,0.0,0.0407,0.0,0.6988,0.7037,31.447238,-99.317341
,,,Texas,Jack County,8935.0,5047.0,3888.0,2169.0,3549.0,1702.0,1515.0,0.1688,0.0027,0.001,0.0474,0.0,0.7716,0.7801,31.447238,-99.317341
,,,Texas,Jackson County,14760.0,7345.0,7415.0,4099.0,5256.0,2685.0,2720.0,0.3311,0.0,0.0105,0.0648,0.0006,0.5848,0.593,31.447238,-99.317341
,,,Texas,Jasper County,35529.0,17578.0,17951.0,9183.0,11884.0,7275.0,7187.0,0.0672,0.0012,0.0045,0.1653,0.0007,0.7452,0.7611,31.447238,-99.317341
,,,Texas,Jeff Davis County,2274.0,1164.0,1110.0,181.0,653.0,628.0,812.0,0.3985,0.0,0.0,0.0103,0.0,0.5837,0.5912,31.447238,-99.317341
,,,Texas,Jefferson County,251565.0,128629.0,122936.0,67182.0,100607.0,46181.0,37595.0,0.2072,0.002,0.0373,0.3346,0.0005,0.4059,0.4184000000000001,31.447238,-99.317341
,,,Texas,Jim Hogg County,5200.0,2666.0,2534.0,1738.0,1759.0,813.0,890.0,0.9134,0.0,0.0,0.0004,0.0,0.0809,0.08620000000000005,31.447238,-99.317341
,,,Texas,Jim Wells County,40482.0,20086.0,20396.0,12211.0,15091.0,6822.0,6358.0,0.8028,0.002,0.0051,0.0062,0.0013,0.1796,0.1826000000000001,31.447238,-99.317341
,,,Texas,Johnson County,175817.0,87897.0,87920.0,49947.0,67877.0,32842.0,25151.0,0.2136,0.0034,0.0092,0.0347,0.004,0.7199,0.7351,31.447238,-99.317341
,,,Texas,Jones County,20083.0,12602.0,7481.0,3919.0,9372.0,3604.0,3188.0,0.2755,0.0021,0.0039,0.1399,0.0,0.5415,0.5786,31.447238,-99.317341
,,,Texas,Karnes County,15601.0,9136.0,6465.0,3726.0,7198.0,2466.0,2211.0,0.5472,0.0012,0.0104,0.0641,0.0,0.3584,0.3771,31.447238,-99.317341
,,,Texas,Kaufman County,136154.0,67120.0,69034.0,41427.0,54887.0,23727.0,16113.0,0.2142,0.0027,0.0128,0.1172,0.0004,0.6369,0.6527000000000001,31.447238,-99.317341
,,,Texas,Kendall County,47431.0,23250.0,24181.0,12167.0,16346.0,9766.0,9152.0,0.2388,0.0012,0.009000000000000001,0.0049,0.0013,0.7234,0.7447999999999999,31.447238,-99.317341
,,,Texas,Kenedy County,404.0,212.0,192.0,116.0,148.0,72.0,68.0,0.9472,0.0,0.0,0.0,0.0,0.0528,0.052799999999999965,31.447238,-99.317341
,,,Texas,Kent County,762.0,388.0,374.0,184.0,215.0,162.0,201.0,0.1406,0.0124,0.0,0.0093,0.0,0.8377,0.8377,31.447238,-99.317341
,,,Texas,Kerr County,52600.0,25326.0,27274.0,11330.0,15920.0,10581.0,14769.0,0.2694,0.0025,0.0082,0.0143,0.0008,0.6872,0.7048000000000001,31.447238,-99.317341
,,,Texas,Kimble County,4337.0,2126.0,2211.0,867.0,1277.0,905.0,1288.0,0.2179,0.0,0.0,0.011000000000000001,0.0,0.7567,0.7711,31.447238,-99.317341
,,,Texas,King County,272.0,136.0,136.0,74.0,87.0,60.0,51.0,0.3291,0.0,0.0,0.0,0.0,0.6709,0.6709,31.447238,-99.317341
,,,Texas,Kinney County,3667.0,2012.0,1655.0,785.0,1370.0,602.0,910.0,0.5928,0.0,0.0,0.0014,0.0,0.4058,0.4058000000000001,31.447238,-99.317341
,,,Texas,Kleberg County,30680.0,15592.0,15088.0,8919.0,13639.0,4076.0,4046.0,0.7288,0.0004,0.0224,0.0294,0.0,0.2019,0.21900000000000008,31.447238,-99.317341
,,,Texas,Knox County,3664.0,1792.0,1872.0,1048.0,1170.0,710.0,736.0,0.3433,0.0,0.0108,0.047,0.0,0.5822,0.5989,31.447238,-99.317341
,,,Texas,Lamar County,49859.0,23999.0,25860.0,12910.0,17494.0,9729.0,9726.0,0.0787,0.0055,0.0077,0.1275,0.0011,0.7442,0.7795,31.447238,-99.317341
,,,Texas,Lamb County,12893.0,6395.0,6498.0,3914.0,4388.0,2351.0,2240.0,0.5556,0.0036,0.0052,0.0299,0.0,0.3931,0.4057,31.447238,-99.317341
,,,Texas,Lampasas County,21428.0,10526.0,10902.0,5140.0,7246.0,4720.0,4322.0,0.1942,0.0035,0.0115,0.0433,0.0035,0.7259,0.7440000000000001,31.447238,-99.317341
,,,Texas,La Salle County,7520.0,4425.0,3095.0,1689.0,3765.0,1048.0,1018.0,0.8409,0.0,0.0016,0.0146,0.0,0.1324,0.14290000000000005,31.447238,-99.317341
,,,Texas,Lavaca County,20154.0,9863.0,10291.0,5135.0,6311.0,3933.0,4775.0,0.1891,0.0003,0.0047,0.0616,0.0,0.7351,0.7443,31.447238,-99.317341
,,,Texas,Lee County,17239.0,8678.0,8561.0,4187.0,5995.0,3838.0,3219.0,0.2368,0.0,0.0099,0.1113,0.0,0.6334,0.642,31.447238,-99.317341
,,,Texas,Leon County,17404.0,8654.0,8750.0,4266.0,5258.0,3546.0,4334.0,0.1457,0.006,0.008,0.0671,0.0032,0.7613,0.77,31.447238,-99.317341
,,,Texas,Liberty County,88219.0,43574.0,44645.0,26063.0,35013.0,15744.0,11399.0,0.2484,0.0049,0.0052,0.0984,0.0001,0.633,0.643,31.447238,-99.317341
,,,Texas,Limestone County,23437.0,12034.0,11403.0,5759.0,8425.0,4583.0,4670.0,0.2191,0.0046,0.0076,0.1685,0.0029,0.5865,0.5972999999999999,31.447238,-99.317341
,,,Texas,Lipscomb County,3233.0,1653.0,1580.0,894.0,1088.0,634.0,617.0,0.3196,0.0191,0.0062,0.0053,0.0,0.6251,0.6497999999999999,31.447238,-99.317341
,,,Texas,Live Oak County,12207.0,6705.0,5502.0,2671.0,4559.0,2444.0,2533.0,0.3999,0.0,0.0143,0.0222,0.0,0.5605,0.5636000000000001,31.447238,-99.317341
,,,Texas,Llano County,21795.0,10558.0,11237.0,3609.0,5232.0,4835.0,8119.0,0.1039,0.006,0.0029,0.0067,0.0,0.8644,0.8805,31.447238,-99.317341
,,,Texas,Loving County,169.0,98.0,71.0,54.0,62.0,30.0,23.0,0.1224,0.0306,0.0,0.0,0.0,0.8469,0.847,31.447238,-99.317341
,,,Texas,Lubbock County,310569.0,153010.0,157559.0,87857.0,136182.0,47054.0,39476.0,0.3543,0.0036,0.0213,0.066,0.0007,0.5347,0.5541,31.447238,-99.317341
,,,Texas,Lynn County,5951.0,3051.0,2900.0,1772.0,2064.0,1141.0,974.0,0.4722,0.0007,0.0079,0.006999999999999999,0.001,0.493,0.5112,31.447238,-99.317341
,,,Texas,McCulloch County,7984.0,4023.0,3961.0,1944.0,2625.0,1623.0,1792.0,0.3231,0.0005,0.0074,0.0108,0.0,0.6051,0.6582,31.447238,-99.317341
,,,Texas,McLennan County,256623.0,125261.0,131362.0,73177.0,103543.0,42175.0,37728.0,0.2634,0.0018,0.0158,0.1426,0.0002,0.5593,0.5762,31.447238,-99.317341
,,,Texas,McMullen County,743.0,392.0,351.0,161.0,225.0,168.0,189.0,0.4974,0.0116,0.0,0.0,0.0,0.491,0.491,31.447238,-99.317341
,,,Texas,Madison County,14284.0,8226.0,6058.0,3410.0,6426.0,2184.0,2264.0,0.2317,0.0011,0.0336,0.1627,0.0007,0.55,0.5702,31.447238,-99.317341
,,,Texas,Marion County,9854.0,4836.0,5018.0,1941.0,2869.0,2347.0,2697.0,0.0414,0.0011,0.0032,0.22899999999999998,0.0041,0.7085,0.7212000000000001,31.447238,-99.317341
,,,Texas,Martin County,5771.0,2896.0,2875.0,1976.0,2153.0,983.0,659.0,0.4496,0.0018,0.0007,0.0085,0.0,0.5394,0.5394,31.447238,-99.317341
,,,Texas,Mason County,4274.0,2186.0,2088.0,940.0,1219.0,865.0,1250.0,0.2219,0.0,0.0241,0.0005,0.0,0.7418,0.7535000000000001,31.447238,-99.317341
,,,Texas,Matagorda County,36643.0,18425.0,18218.0,10264.0,12896.0,7092.0,6391.0,0.4245,0.0027,0.0193,0.1029,0.0033,0.4363,0.4473,31.447238,-99.317341
,,,Texas,Maverick County,58722.0,29442.0,29280.0,20232.0,23201.0,8286.0,7003.0,0.9518,0.012,0.0055,0.0032,0.0004,0.025,0.027100000000000124,31.447238,-99.317341
,,,Texas,Medina County,51584.0,26629.0,24955.0,13317.0,19153.0,10357.0,8757.0,0.5197,0.0017,0.0069,0.0247,0.0004,0.4357,0.4465999999999999,31.447238,-99.317341
,,,Texas,Menard County,2138.0,1066.0,1072.0,425.0,545.0,469.0,699.0,0.4167,0.0014,0.0,0.0,0.0,0.5484,0.5819,31.447238,-99.317341
,,,Texas,Midland County,176832.0,89761.0,87071.0,54552.0,77092.0,26750.0,18438.0,0.4473,0.0033,0.0191,0.0622,0.0005,0.4541,0.4676,31.447238,-99.317341
,,,Texas,Milam County,24823.0,12255.0,12568.0,6472.0,8145.0,4961.0,5245.0,0.2643,0.0027,0.0052,0.092,0.0,0.6236,0.6358,31.447238,-99.317341
,,,Texas,Mills County,4873.0,2436.0,2437.0,1092.0,1355.0,1010.0,1416.0,0.2099,0.0018,0.0022,0.0039,0.0,0.7822,0.7822,31.447238,-99.317341
,,,Texas,Mitchell County,8545.0,5176.0,3369.0,1984.0,3933.0,1369.0,1259.0,0.3988,0.018000000000000002,0.0043,0.0902,0.0,0.4789,0.4886999999999999,31.447238,-99.317341
,,,Texas,Montague County,19818.0,9735.0,10083.0,4867.0,6413.0,4094.0,4444.0,0.1097,0.0082,0.0,0.0067,0.0,0.8579,0.8754,31.447238,-99.317341
,,,Texas,Montgomery County,607391.0,300569.0,306822.0,173183.0,238250.0,114501.0,81457.0,0.2414,0.0019,0.0292,0.048,0.0004,0.6602,0.6791,31.447238,-99.317341
,,,Texas,Moore County,20940.0,10861.0,10079.0,7190.0,8101.0,3277.0,2372.0,0.5606,0.0038,0.0684,0.0321,0.0,0.3246,0.33509999999999995,31.447238,-99.317341
,,,Texas,Morris County,12388.0,5947.0,6441.0,3114.0,4100.0,2444.0,2730.0,0.0986,0.0031,0.0016,0.2309,0.0006,0.644,0.6652,31.447238,-99.317341
,,,Texas,Motley County,1200.0,612.0,588.0,261.0,354.0,217.0,368.0,0.1965,0.0,0.0,0.0152,0.0,0.7444,0.7883,31.447238,-99.317341
,,,Texas,Nacogdoches County,65204.0,31370.0,33834.0,18954.0,25812.0,10485.0,9953.0,0.1942,0.0041,0.013999999999999999,0.1726,0.0002,0.5952,0.6149,31.447238,-99.317341
,,,Texas,Navarro County,50113.0,24600.0,25513.0,14552.0,17426.0,9484.0,8651.0,0.2726,0.0025,0.0068,0.122,0.0134,0.5605,0.5827,31.447238,-99.317341
,,,Texas,Newton County,13595.0,6972.0,6623.0,2996.0,4792.0,2929.0,2878.0,0.0362,0.0033,0.0055,0.2029,0.0,0.7347,0.7521,31.447238,-99.317341
,,,Texas,Nolan County,14714.0,7342.0,7372.0,4265.0,5090.0,2622.0,2737.0,0.3768,0.0017,0.0029,0.0556,0.0,0.5553,0.563,31.447238,-99.317341
,,,Texas,Nueces County,362294.0,179014.0,183280.0,98400.0,146029.0,63796.0,54069.0,0.6374,0.0025,0.02,0.0362,0.0006,0.2947,0.3033,31.447238,-99.317341
,,,Texas,Ochiltree County,9836.0,4935.0,4901.0,3328.0,3700.0,1660.0,1148.0,0.5418,0.0032,0.0023,0.0009,0.0,0.4311,0.4518000000000001,31.447238,-99.317341
,,,Texas,Oldham County,2112.0,1107.0,1005.0,534.0,798.0,464.0,316.0,0.1523,0.0,0.0186,0.0306,0.0,0.7713,0.7985,31.447238,-99.317341
,,,Texas,Orange County,83396.0,41354.0,42042.0,22415.0,31192.0,16060.0,13729.0,0.0768,0.0029,0.0117,0.0869,0.0,0.8066,0.8217,31.447238,-99.317341
,,,Texas,Palo Pinto County,29189.0,14338.0,14851.0,7392.0,9908.0,5996.0,5893.0,0.1988,0.0056,0.0079,0.0251,0.001,0.7505,0.7616,31.447238,-99.317341
,,,Texas,Panola County,23194.0,11509.0,11685.0,6020.0,8057.0,4528.0,4589.0,0.0872,0.0015,0.0007,0.1728,0.0,0.7318,0.7378,31.447238,-99.317341
,,,Texas,Parker County,142878.0,71181.0,71697.0,38659.0,52482.0,29406.0,22331.0,0.1229,0.0052,0.0054,0.0124,0.0004,0.8347,0.8537,31.447238,-99.317341
,,,Texas,Parmer County,9605.0,4968.0,4637.0,2979.0,3492.0,1768.0,1366.0,0.6329,0.0012,0.0034,0.0119,0.0,0.341,0.3506,31.447238,-99.317341
,,,Texas,Pecos County,15823.0,8972.0,6851.0,4272.0,6744.0,2666.0,2141.0,0.6878,0.0101,0.0061,0.0343,0.0015,0.2518,0.2602000000000001,31.447238,-99.317341
,,,Texas,Polk County,51353.0,27759.0,23594.0,11193.0,18304.0,12123.0,9733.0,0.1527,0.0145,0.0077,0.0969,0.0014,0.7089,0.7267999999999999,31.447238,-99.317341
,,,Texas,Potter County,117415.0,60341.0,57074.0,34818.0,47797.0,19597.0,15203.0,0.3832,0.0041,0.0539,0.0979,0.002,0.4407,0.4589,31.447238,-99.317341
,,,Texas,Presidio County,6704.0,3439.0,3265.0,1956.0,2122.0,1025.0,1601.0,0.8374,0.0195,0.0135,0.0,0.0,0.1296,0.12960000000000005,31.447238,-99.317341
,,,Texas,Rains County,12514.0,6250.0,6264.0,2750.0,3838.0,2803.0,3123.0,0.0912,0.0055,0.0036,0.0353,0.0,0.8533,0.8644000000000001,31.447238,-99.317341
,,,Texas,Randall County,137713.0,67567.0,70146.0,36931.0,55667.0,23691.0,21424.0,0.2163,0.0034,0.0173,0.0252,0.0026,0.7165,0.7352000000000001,31.447238,-99.317341
,,,Texas,Reagan County,3849.0,2056.0,1793.0,1219.0,1557.0,646.0,427.0,0.6883,0.0,0.0016,0.0085,0.0,0.2977,0.3016,31.447238,-99.317341
,,,Texas,Real County,3452.0,1705.0,1747.0,623.0,982.0,794.0,1053.0,0.2626,0.0,0.0006,0.0056,0.0,0.7309,0.7312000000000001,31.447238,-99.317341
,,,Texas,Red River County,12023.0,5840.0,6183.0,2587.0,3801.0,2591.0,3044.0,0.0728,0.0032,0.0008,0.1675,0.0,0.7339,0.7557,31.447238,-99.317341
,,,Texas,Reeves County,15976.0,9771.0,6205.0,3988.0,7899.0,2211.0,1878.0,0.7469,0.0,0.0132,0.0134,0.0014,0.2228,0.22510000000000008,31.447238,-99.317341
,,,Texas,Refugio County,6948.0,3436.0,3512.0,1706.0,2206.0,1419.0,1617.0,0.5044,0.001,0.0029,0.0648,0.0,0.4164,0.4269000000000001,31.447238,-99.317341
,,,Texas,Roberts County,854.0,423.0,431.0,225.0,267.0,169.0,193.0,0.1329,0.0,0.0,0.0,0.0,0.8385,0.8671,31.447238,-99.317341
,,,Texas,Robertson County,17074.0,8396.0,8678.0,4414.0,5877.0,3371.0,3412.0,0.2098,0.0023,0.0017,0.2023,0.0011,0.5720000000000001,0.5828,31.447238,-99.317341
,,,Texas,Rockwall County,104915.0,51816.0,53099.0,30717.0,40971.0,19832.0,13395.0,0.1764,0.003,0.0266,0.0622,0.0005,0.7083,0.7313000000000001,31.447238,-99.317341
,,,Texas,Runnels County,10264.0,5201.0,5063.0,2617.0,3448.0,2046.0,2153.0,0.3416,0.0013,0.0011,0.0301,0.0,0.6147,0.6258999999999999,31.447238,-99.317341
,,,Texas,Rusk County,54406.0,29236.0,25170.0,13338.0,21592.0,10279.0,9197.0,0.1682,0.0013,0.0052,0.1677,0.0006,0.6375,0.657,31.447238,-99.317341
,,,Texas,Sabine County,10542.0,5160.0,5382.0,2090.0,2796.0,2389.0,3267.0,0.0456,0.0022,0.0007,0.0564,0.0029,0.8553,0.8922,31.447238,-99.317341
,,,Texas,San Augustine County,8237.0,4061.0,4176.0,1756.0,2358.0,1896.0,2227.0,0.07200000000000001,0.0159,0.0,0.2134,0.0,0.6909,0.6987,31.447238,-99.317341
,,,Texas,San Jacinto County,28859.0,14367.0,14492.0,6715.0,9237.0,6419.0,6488.0,0.1311,0.0077,0.0003,0.0893,0.0004,0.7467,0.7712,31.447238,-99.317341
,,,Texas,San Patricio County,66730.0,33647.0,33083.0,19373.0,25587.0,11561.0,10209.0,0.5779,0.0018,0.0099,0.0146,0.0005,0.3839,0.3953000000000001,31.447238,-99.317341
,,,Texas,San Saba County,6055.0,3280.0,2775.0,1346.0,2163.0,1081.0,1465.0,0.301,0.0,0.0015,0.0202,0.0,0.6421,0.6773,31.447238,-99.317341
,,,Texas,Schleicher County,2793.0,1386.0,1407.0,755.0,983.0,496.0,559.0,0.5297,0.0,0.0,0.0054,0.0037,0.4613,0.4612000000000001,31.447238,-99.317341
,,,Texas,Scurry County,16703.0,9028.0,7675.0,4588.0,6596.0,2953.0,2566.0,0.4038,0.0002,0.003,0.0463,0.0,0.5276,0.5467,31.447238,-99.317341
,,,Texas,Shackelford County,3265.0,1595.0,1670.0,833.0,1030.0,711.0,691.0,0.1153,0.003,0.0024,0.0021,0.0,0.8544,0.8772,31.447238,-99.317341
,,,Texas,Shelby County,25274.0,12536.0,12738.0,7202.0,8805.0,4735.0,4532.0,0.1832,0.0014,0.0045,0.1895,0.0,0.6158,0.6214,31.447238,-99.317341
,,,Texas,Sherman County,3022.0,1576.0,1446.0,891.0,1049.0,620.0,462.0,0.4459,0.0039,0.0,0.0114,0.0,0.5345,0.5388,31.447238,-99.317341
,,,Texas,Smith County,232751.0,112259.0,120492.0,63646.0,88645.0,41123.0,39337.0,0.195,0.003,0.0168,0.1722,0.0009,0.5973,0.6121,31.447238,-99.317341
,,,Texas,Somervell County,9128.0,4508.0,4620.0,2212.0,3178.0,1968.0,1770.0,0.1858,0.0,0.0027,0.0119,0.0077,0.7912,0.7919,31.447238,-99.317341
,,,Texas,Starr County,64633.0,31537.0,33096.0,23247.0,25212.0,8804.0,7370.0,0.9917,0.0001,0.0002,0.0004,0.0,0.0069,0.007600000000000051,31.447238,-99.317341
,,,Texas,Stephens County,9366.0,4932.0,4434.0,2285.0,3392.0,1799.0,1890.0,0.2374,0.0,0.0033,0.0283,0.0,0.7109,0.731,31.447238,-99.317341
,,,Texas,Sterling County,1291.0,653.0,638.0,401.0,474.0,230.0,186.0,0.5207,0.0,0.0,0.0,0.0,0.4695,0.4793,31.447238,-99.317341
,,,Texas,Stonewall County,1350.0,658.0,692.0,331.0,374.0,284.0,361.0,0.2127,0.0,0.0,0.0203,0.0,0.7588,0.767,31.447238,-99.317341
